UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
P0AA84,425,"['Cardiolipin synthase B', 'CL synthase']",Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['clsB', 'ybhO', 'b0789', 'JW0772']",2
P27243,426,['O-antigen ligase'],Homodimer.,"['waaL', 'rfaL', 'b3622', 'JW3597']",2
P0AG00,427,['ECA polysaccharide chain length modulation protein'],"Probably part of a complex composed of WzxE, WzyE and WzzE.","['wzzE', 'wzz', 'yifC', 'b3785', 'JW5601']",1
P00895,428,['Anthranilate synthase component 1'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large lpha subunit (TrpE).,"['trpE', 'b1264', 'JW1256']",2
P27835,429,['Probable ECA polymerase'],"Probably part of a complex composed of WzxE, WzyE and WzzE.","['wzyE', 'wzy', 'b3793', 'JW3769']",1
P76175,430,['Voltage-gated ClC-type chloride channel ClcB'],"Probably part of a complex composed of WzxE, WzyE and WzzE.","['clcB', 'mriT', 'ynfJ', 'b1592', 'JW5263']",1
P12998,431,"['8-amino-7-oxononanoate synthase', 'AONS', '7-keto-8-amino-pelargonic acid synthase']",Homodimer.,"['bioF', 'b0776', 'JW0759']",2
P37019,432,['H(+)/Cl(-) exchange transporter ClcA'],Homodimer.,"['clcA', 'eriC', 'yadQ', 'b0155', 'JW5012']",2
P0AAA7,433,['Lipid III flippase'],"Probably part of a complex composed of WzxE, WzyE and WzzE.","['wzxE', 'wzx', 'yifJ', 'b3792', 'JW3766']",1
P05637,434,"[""Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]"", 'Ap4A hydrolase', ""Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase"", 'Diadenosine tetraphosphatase']",Monomer.,"['apaH', 'b0049', 'JW0048']",1
P77399,435,['Fatty acid oxidation complex subunit alpha'],Heterotetramer of two alpha chains (FadJ) and two beta chains (FadI).,"['fadJ', 'yfcX', 'b2341', 'JW2338']",2
P0A8N5,436,"['Lysine--tRNA ligase, heat inducible']",Homodimer.,"['lysU', 'b4129', 'JW4090']",2
P0A955,437,"['KHG/KDPG aldolase', '(4S)-4-hydroxy-2-oxoglutarate aldolase', '2-dehydro-3-deoxy-phosphogluconate aldolase', '2-keto-3-deoxy-6-phosphogluconate aldolase', 'KDPG aldolase', '2-keto-4-hydroxyglutarate aldolase']",Homotrimer.,"['eda', 'hga', 'kdgA', 'b1850', 'JW1839']",3
P0ADF6,438,"['Phosphogluconate dehydratase', '6-phosphogluconate dehydratase', 'Entner-Doudoroff dehydrase']",Homotrimer.,"['edd', 'b1851', 'JW1840']",3
P24177,439,['Probable aminoglycoside efflux pump'],Homotrimer.,"['acrD', 'yffA', 'b2470', 'JW2454']",3
P09158,440,"['Polyamine aminopropyltransferase', 'Cadaverine aminopropyltransferase', 'Putrescine aminopropyltransferase', 'PAPT', 'Spermidine aminopropyltransferase', 'Spermidine synthase']",Homodimer.,"['speE', 'b0121', 'JW0117']",2
P60782,441,"['Probable glycerol-3-phosphate acyltransferase', 'G3P acyltransferase', 'GPAT', 'Lysophosphatidic acid synthase', 'LPA synthase']",Probably interacts with PlsX.,"['plsY', 'ygiH', 'b3059', 'JW3031']",1
P02930,442,"['Outer membrane protein TolC', 'Multidrug efflux pump subunit TolC', 'Outer membrane factor TolC']","Homotrimer. Part of tripartite efflux systems, which are composed of an inner membrane transporter, a periplasmic membrane fusion protein, and an outer membrane component, TolC. The complexes form a large protein conduit and can translocate molecules across both the inner and outer membranes. TolC interacts with the membrane fusion proteins AcrA, EmrA and MacA.","['tolC', 'colE1-i', 'mtcB', 'mukA', 'refI', 'toc', 'weeA', 'b3035', 'JW5503']",3
P0AE06,443,"['Multidrug efflux pump subunit AcrA', 'AcrAB-TolC multidrug efflux pump subunit AcrA', 'Acridine resistance protein A']",Monomeric in solution. Homotrimeric; interacts independently with AcrB and TolC as well as AcrZ. Part of the AcrA-AcrB-TolC efflux pump. Complex assembly is independent of an efflux substrate and appears to be constitutive.,"['acrA', 'lir', 'mtcA', 'b0463', 'JW0452']",1
P0ACV0,444,['Lipid A biosynthesis lauroyltransferase'],Monomer.,"['lpxL', 'htrB', 'waaM', 'b1054', 'JW1041']",1
P0AB65,445,['Acylphosphatase'],Monomer.,"['yccX', 'b0968', 'JW5131']",1
P0ACV2,446,['Lipid A biosynthesis palmitoleoyltransferase'],Monomer.,"['lpxP', 'ddg', 'b2378', 'JW2375']",1
P0ABI4,447,['Magnesium transport protein CorA'],"Homopentamer. In the absence of Mg(2+), interactions between subunits are weakened, and dimers, trimers and tetramers can be observed in vitro (By similarity).","['corA', 'b3816', 'JW3789']",5
P19926,448,"['Glucose-1-phosphatase', 'G1Pase']",Homodimer.,"['agp', 'b1002', 'JW0987']",2
P76445,449,"['Lipid A 1-diphosphate synthase', 'Kdo(2)-lipid A phosphotransferase', 'Undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase']",Homodimer.,"['lpxT', 'yeiU', 'b2174', 'JW2162']",2
P0A6P9,450,"['Enolase', '2-phospho-D-glycerate hydro-lyase', '2-phosphoglycerate dehydratase']","Homodimer (PubMed:11676541, PubMed:16516921, PubMed:20823555, PubMed:4942326). Homodimers that trimerize (PubMed:30714720). Component of the RNA degradosome, a multiprotein complex involved in RNA processing and mRNA degradation (PubMed:14981237, PubMed:15522087, PubMed:17242352, PubMed:18337249, PubMed:8610017, PubMed:9732274). Interacts with the C-terminal region of the endoribonuclease RNase E (PubMed:9732274).","['eno', 'b2779', 'JW2750']",2
P37744,451,"['Glucose-1-phosphate thymidylyltransferase 1', 'G1P-TT 1', 'dTDP-glucose pyrophosphorylase 1', 'dTDP-glucose synthase 1']",Homotetramer.,"['rfbA', 'rmlA', 'rmlA1', 'b2039', 'JW2024']",4
P19925,452,"['Enterobactin synthase component D', ""4'-phosphopantetheinyl transferase EntD"", 'Enterochelin synthase D']","EntB, EntD, EntE, and EntF form a multienzyme complex called enterobactin synthase.","['entD', 'b0583', 'JW5085']",1
P13039,453,"['Iron(III) enterobactin esterase', 'Enterochelin esterase', 'Ferric enterobactin esterase']",Monomer.,"['fes', 'b0585', 'JW0576']",1
P60752,454,"['ATP-dependent lipid A-core flippase', 'Lipid A export ATP-binding/permease protein MsbA', 'Lipid flippase']",Homodimer.,"['msbA', 'b0914', 'JW0897']",2
P61887,455,"['Glucose-1-phosphate thymidylyltransferase 2', 'G1P-TT 2', 'dTDP-glucose pyrophosphorylase 2', 'dTDP-glucose synthase 2']",Homotetramer; arranged as a dimer of dimers.,"['rffH', 'rmlA2', 'yifG', 'b3789', 'JW3763']",4
P16869,456,"['Hydroxamate siderophore receptor FhuE', 'Ferric iron uptake protein', 'Ferric-coprogen receptor FhuE', 'Outer-membrane receptor for Fe(III)-coprogen, Fe(III)-ferrioxamine B and Fe(III)-rhodotrulic acid', 'TonB-dependent transporter receptor FhuE', 'TBDT receptor FhuE']",Homotetramer; arranged as a dimer of dimers.,"['fhuE', 'b1102', 'JW1088']",4
P19636,457,"['Ethanolamine ammonia-lyase small subunit', 'EAL small subunit', 'Ethanolamine ammonia-lyase beta subunit', 'Ethanolamine ammonia-lyase light chain', 'Ethanolamine deaminase small subunit']","The basic unit is a heterodimer, which further associates into a trimer of heterotetramers (PubMed:19762342, PubMed:20519496, PubMed:21142024, PubMed:29797764). 6 large subunits form a core ring with 6 small subunits projecting outwards (Probable).","['eutC', 'b2440', 'JW2433']",1
P23893,458,"['Glutamate-1-semialdehyde 2,1-aminomutase', 'GSA']",Homodimer.,"['hemL', 'gsa', 'popC', 'b0154', 'JW0150']",2
P0AEJ6,459,"['Ethanolamine ammonia-lyase large subunit', 'EAL large subunit', 'Ethanolamine ammonia-lyase alpha subunit', 'Ethanolamine ammonia-lyase heavy chain', 'Ethanolamine deaminase large subunit']","The basic unit is a heterodimer which dimerizes to form tetramers (PubMed:19762342, PubMed:20519496, PubMed:21142024, PubMed:29797764). The heterotetramers trimerize; 6 large subunits form a core ring with 6 small subunits projecting outwards (Probable).","['eutB', 'b2441', 'JW2434']",1
P65870,460,"['6-carboxy-5,6,7,8-tetrahydropterin synthase', 'CPH4 synthase']","The basic unit is a heterodimer which dimerizes to form tetramers (PubMed:19762342, PubMed:20519496, PubMed:21142024, PubMed:29797764). The heterotetramers trimerize; 6 large subunits form a core ring with 6 small subunits projecting outwards (Probable).","['queD', 'ygcM', 'b2765', 'JW2735']",1
P0ADG4,461,['Nus factor SuhB'],"Monomer (PubMed:10747806, PubMed:31127279). A monomer-dimer equilibrium (PubMed:17652087). Homodimer (PubMed:31020314, PubMed:32871103). The rRNA transcription and antitermination complex (rrnTAC) consists of RNA polymerase (RNAP), NusA, NusB, NusE (rpsJ), NusG, SubB, ribosomal protein S4, DNA and precursor rRNA; S4 is more flexible than other subunits (PubMed:31020314, PubMed:31127279, PubMed:32871103). Binds to RNAP, which decreases IMPase activity against 1D-myo-inositol 1-phosphate (Probable) (PubMed:17652087). Association with rRNA gene-transcribing RNAP is dependent on NusB (PubMed:26980831, PubMed:29229908). Interacts with AR2 domain of NusA; crystallizes as a 2:1 SuhB:NusA heterotrimer (PubMed:31020314, PubMed:31127279).","['suhB', 'ssyA', 'b2533', 'JW2517']",1
P30745,462,"[""GTP 3',8-cyclase""]",Monomer and homodimer.,"['moaA', 'bisA', 'chlA', 'chlA1', 'narA', 'b0781', 'JW0764']",1
P32669,463,['Fructose-6-phosphate aldolase 2'],Homodecamer.,"['fsaB', 'talC', 'yijG', 'b3946', 'JW3918']",10
P0AE22,464,"['Class B acid phosphatase', 'CBAP']",Homotetramer.,"['aphA', 'napA', 'yjbP', 'b4055', 'JW4015']",4
P78055,465,['Fructose-6-phosphate aldolase 1'],"Homodecamer. Five subunits are arranged as a pentamer, and two ring-like pentamers pack like a donut to form the decamer.","['fsaA', 'fsa', 'mipB', 'ybiZ', 'b0825', 'JW5109']",10
P0A7A7,466,"['Glycerol-3-phosphate acyltransferase', 'GPAT']","Interacts with ACP, YbgC and PssA, forming altogether a complex at the inner membrane.","['plsB', 'b4041', 'JW4001']",1
P0A738,467,['Cyclic pyranopterin monophosphate synthase'],Homohexamer; trimer of dimers.,"['moaC', 'chlA3', 'b0783', 'JW0766']",6
P10907,468,['sn-glycerol-3-phosphate import ATP-binding protein UgpC'],"The complex is composed of two ATP-binding proteins (UgpC), two transmembrane proteins (UgpA and UgpE) and a solute-binding protein (UgpB).","['ugpC', 'b3450', 'JW3415']",1
P36553,469,['Oxygen-dependent coproporphyrinogen-III oxidase'],Homodimer.,"['hemF', 'b2436', 'JW2429']",2
P75792,470,['Sugar phosphatase YbiV'],Homodimer.,"['ybiV', 'supH', 'b0822', 'JW0806']",2
P10905,471,['sn-glycerol-3-phosphate transport system permease protein UgpA'],"The complex is composed of two ATP-binding proteins (UgpC), two transmembrane proteins (UgpA and UgpE) and a solute-binding protein (UgpB).","['ugpA', 'b3452', 'JW3417']",1
P0AG80,472,['sn-glycerol-3-phosphate-binding periplasmic protein UgpB'],"The complex is composed of two ATP-binding proteins (UgpC), two transmembrane proteins (UgpA and UgpE) and a solute-binding protein (UgpB).","['ugpB', 'b3453', 'JW3418']",1
P0AGC0,473,['Hexose-6-phosphate:phosphate antiporter'],Monomer.,"['uhpT', 'b3666', 'JW3641']",1
P10906,474,['sn-glycerol-3-phosphate transport system permease protein UgpE'],"The complex is composed of two ATP-binding proteins (UgpC), two transmembrane proteins (UgpA and UgpE) and a solute-binding protein (UgpB).","['ugpE', 'b3451', 'JW3416']",1
P32131,475,"['Oxygen-independent coproporphyrinogen III oxidase', 'CPO']",Monomer.,"['hemN', 'yihJ', 'b3867', 'JW3838']",1
P0A6S7,476,"['Glycerol-3-phosphate dehydrogenase [NAD(P)+]', 'NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase', 'NAD(P)H-dependent dihydroxyacetone-phosphate reductase']",Homodimer.,"['gpsA', 'b3608', 'JW3583']",2
P31572,477,['L-carnitine CoA-transferase'],Homodimer.,"['caiB', 'yaaN', 'b0038', 'JW0037']",2
P31552,478,['Crotonobetaine/carnitine--CoA ligase'],Homodimer.,"['caiC', 'yaaM', 'b0037', 'JW0036']",2
P21515,479,"['Acyl carrier protein phosphodiesterase', 'ACP phosphodiesterase']",Homodimer.,"['acpH', 'yajB', 'b0404', 'JW0394']",2
P13035,480,['Aerobic glycerol-3-phosphate dehydrogenase'],Homodimer.,"['glpD', 'glyD', 'b3426', 'JW3389']",2
P0AGG2,481,['Acyl-CoA thioesterase 2'],Homotetramer.,"['tesB', 'b0452', 'JW0442']",4
P31551,482,['Carnitinyl-CoA dehydratase'],Homotrimer.,"['caiD', 'yaaL', 'b0036', 'JW0035']",3
P0A9C0,483,"['Anaerobic glycerol-3-phosphate dehydrogenase subunit A', 'G-3-P dehydrogenase']",Composed of a catalytic GlpA/B dimer and of membrane bound GlpC.,"['glpA', 'b2241', 'JW2235']",1
P14175,484,['Glycine betaine/proline betaine transport system ATP-binding protein ProV'],"The complex is composed of two ATP-binding proteins (ProV), two transmembrane proteins (ProW) and a solute-binding protein (ProX).","['proV', 'b2677', 'JW2652']",1
P0A996,485,"['Anaerobic glycerol-3-phosphate dehydrogenase subunit C', 'G-3-P dehydrogenase']",Composed of a catalytic GlpA/B dimer and of GlpC.,"['glpC', 'b2243', 'JW2237']",1
P14176,486,['Glycine betaine/proline betaine transport system permease protein ProW'],"The complex is composed of two ATP-binding proteins (ProV), two transmembrane proteins (ProW) and a solute-binding protein (ProX).","['proW', 'b2678', 'JW2653']",1
P0AFM2,487,['Glycine betaine/proline betaine-binding periplasmic protein'],"The complex is composed of two ATP-binding proteins (ProV), two transmembrane proteins (ProW) and a solute-binding protein (ProX).","['proX', 'proU', 'b2679', 'JW2654']",1
P69451,488,['Long-chain-fatty-acid--CoA ligase'],Homodimer.,"['fadD', 'oldD', 'b1805', 'JW1794']",2
P13033,489,['Anaerobic glycerol-3-phosphate dehydrogenase subunit B'],Composed of a catalytic GlpA/B dimer and of membrane bound GlpC.,"['glpB', 'b2242', 'JW2236']",1
P38135,490,"['Medium-chain fatty-acid--CoA ligase', 'Acyl-CoA synthetase', 'ACS', 'Fatty acyl-CoA synthetase FadK']",Homodimer.,"['fadK', 'ydiD', 'b1701', 'JW5910']",2
P0C0L7,491,['Proline/betaine transporter'],Homodimer.,"['proP', 'b4111', 'JW4072']",2
P07004,492,"['Gamma-glutamyl phosphate reductase', 'GPR', 'Glutamate-5-semialdehyde dehydrogenase', 'Glutamyl-gamma-semialdehyde dehydrogenase', 'GSA dehydrogenase']",Homodimer (Probable). May form a complex with glutamate 5-kinase (proB).,"['proA', 'b0243', 'JW0233']",2
P31553,493,['L-carnitine/gamma-butyrobetaine antiporter'],"Homotrimer (PubMed:16365043, PubMed:20357772, PubMed:20829798, PubMed:30846799). The monomer is stable in the membrane and is fully functional, but physical contact between the protomers of a trimer may facilitate conformational alterations associated with substrate binding (PubMed:30846799).","['caiT', 'yaaP', 'b0040', 'JW0039']",3
P0AEN1,494,"['NAD(P)H-flavin reductase', 'FMN reductase', 'Ferrisiderophore reductase C', 'NAD(P)H:flavin oxidoreductase', 'Riboflavin reductase [NAD(P)H]']",Monomer.,"['fre', 'fadI', 'flrD', 'fsrC', 'ubiB', 'b3844', 'JW3820']",1
P0A759,495,"['Glucosamine-6-phosphate deaminase', 'GlcN6P deaminase', 'GNPDA', 'Glucosamine-6-phosphate isomerase']",Homohexamer; trimer of disulfide-linked dimers.,"['nagB', 'glmD', 'b0678', 'JW0664']",6
P38038,496,"['Sulfite reductase [NADPH] flavoprotein alpha-component', 'SiR-FP']","Alpha(8)-beta(8). The alpha component is a flavoprotein, the beta component is a hemoprotein.","['cysJ', 'b2764', 'JW2734']",1
P0AC53,497,"['Glucose-6-phosphate 1-dehydrogenase', 'G6PD']",EDF binds to MazF; mutated EDF (sequence NNGNN) does not (PubMed:21419338). In pull-down experiments interacts with CedA (PubMed:28818726).,"['zwf', 'b1852', 'JW1841']",1
P17846,498,['Sulfite reductase [NADPH] hemoprotein beta-component'],"Alpha(8)-beta(8). The alpha component is a flavoprotein, the beta component is a hemoprotein.","['cysI', 'b2763', 'JW2733']",1
P0ABH7,499,['Citrate synthase'],Homohexamer.,"['gltA', 'gluT', 'icdB', 'b0720', 'JW0710']",6
P25524,500,"['Cytosine deaminase', 'Cytosine aminohydrolase', 'Isoguanine deaminase']",Homohexamer.,"['codA', 'b0337', 'JW0328']",6
P39829,501,"['Galactarate dehydratase (L-threo-forming)', 'GalcD']",Homodimer.,"['garD', 'yhaG', 'b3128', 'JW3097']",2
P77704,502,['Uncharacterized protein YdjI'],Homodimer.,"['ydjI', 'b1773', 'JW1762']",2
P39400,503,['L-galactonate-5-dehydrogenase'],Homodimer.,"['lgoD', 'yjjN', 'b4358', 'JW5793']",2
P0AA82,504,['Cytosine permease'],Homodimer.,"['codB', 'b0336', 'JW0327']",2
P21177,505,['Fatty acid oxidation complex subunit alpha'],Heterotetramer of two alpha chains (FadB) and two beta chains (FadA).,"['fadB', 'oldB', 'b3846', 'JW3822']",2
Q6BF17,506,"['D-galactonate dehydratase', 'GalD']",Heterotetramer of two alpha chains (FadB) and two beta chains (FadA).,"['dgoD', 'yidU', 'b4478', 'JW5629']",2
P0A7E5,507,"['CTP synthase', ""Cytidine 5'-triphosphate synthase"", 'Cytidine triphosphate synthetase']",Homodimer that associates to form homotetramer in the presence of ATP and UTP. The substrate nucleotides ATP and UTP act synergistically to promote oligomerization of CTPS from inactive dimers to active tetramers.,"['pyrG', 'b2780', 'JW2751']",2
P0A991,508,['Fructose-bisphosphate aldolase class 1'],Homooctamer or homodecamer.,"['fbaB', 'dhnA', 'b2097', 'JW5344']",8
P39398,509,['Probable L-galactonate transporter'],Homooctamer or homodecamer.,"['lgoT', 'yjiZ', 'yjjL', 'b4356', 'JW4319']",8
P0AB71,510,"['Fructose-bisphosphate aldolase class 2', 'Fructose-1,6-bisphosphate aldolase', 'Fructose-bisphosphate aldolase class II', 'Sedoheptulose bisphosphate aldolase']",Homodimer.,"['fbaA', 'fba', 'fda', 'b2925', 'JW2892']",2
P36649,511,"['Multicopper oxidase CueO', 'MCO', 'Blue copper oxidase CueO', 'Copper efflux oxidase', 'Cu efflux oxidase', 'Cuprous oxidase']",Monomer.,"['cueO', 'yacK', 'b0123', 'JW0119']",1
P0AA76,512,['D-galactonate transporter'],Monomer.,"['dgoT', 'yidT', 'b3691', 'JW5859']",1
P21437,513,"['Fructose-1,6-bisphosphatase 2 class 2', 'FBPase 2 class 2']",Homodimer.,"['yggF', 'yggK', 'b2930', 'JW2897']",2
P0AA80,514,['Probable galactarate/D-glucarate transporter GarP'],Homodimer.,"['garP', 'yhaU', 'b3127', 'JW3096']",2
Q59385,515,"['Copper-exporting P-type ATPase', 'Copper-exporting P-type ATPase A', 'Cu(+)-exporting ATPase', 'Soluble copper chaperone CopA(Z)']","Copper-exporting P-type ATPase interacts with apo-periplasmic copper chaperone CusF; when CusF is precharged with copper it binds very little CopA. The periplasmic loops of CopA, especially the first half of loop 1, play a large role in binding to CusF (PubMed:24917681).","['copA', 'atcU', 'f834', 'ybaR', 'b0484', 'JW0473']",1
Q46916,516,['Probable galactarate/D-glucarate transporter GudP'],"Copper-exporting P-type ATPase interacts with apo-periplasmic copper chaperone CusF; when CusF is precharged with copper it binds very little CopA. The periplasmic loops of CopA, especially the first half of loop 1, play a large role in binding to CusF (PubMed:24917681).","['gudP', 'ygcZ', 'b2789', 'JW2760']",1
P0A6V5,517,['Thiosulfate sulfurtransferase GlpE'],Homodimer.,"['glpE', 'b3425', 'JW3388']",2
P0A993,518,"['Fructose-1,6-bisphosphatase class 1', 'FBPase class 1']",Homotetramer. Phosphoenolpyruvate stabilizes the homotetramer.,"['fbp', 'fdp', 'b4232', 'JW4191']",4
P0A6T3,519,[],Homotetramer. Phosphoenolpyruvate stabilizes the homotetramer.,[],4
P0A9C9,520,"['Fructose-1,6-bisphosphatase 1 class 2', 'FBPase 1 class 2']",Homodimer.,"['glpX', 'b3925', 'JW3896']",2
P71242,521,['Colanic acid biosynthesis protein WcaK'],Homodimer.,"['wcaK', 'b2045', 'JW2030']",2
P69922,522,"['L-fucose isomerase', '6-deoxy-L-galactose isomerase', 'D-arabinose isomerase']",Homohexamer.,"['fucI', 'b2802', 'JW2773']",6
P23857,523,"['Thiosulfate sulfurtransferase PspE', 'TST']",Monomer.,"['pspE', 'b1308', 'JW1301']",1
P00816,524,"['Cyanate hydratase', 'Cyanase', 'Cyanate hydrolase', 'Cyanate lyase']",Homodecamer composed of five homodimers.,"['cynS', 'cnt', 'b0340', 'JW0331']",10
P0A9C3,525,"['Aldose 1-epimerase', 'Galactose mutarotase', 'Type-1 mutarotase']",Homodecamer composed of five homodimers.,"['galM', 'b0756', 'JW0739']",10
P17583,526,['Cyanate transport protein CynX'],Homodecamer composed of five homodimers.,"['cynX', 'b0341', 'JW0332']",10
P11553,527,['L-fuculokinase'],Homodecamer composed of five homodimers.,"['fucK', 'b2803', 'JW2774']",10
