,UniProtID,proteinNames,txt_subunit,geneNames
371,P0AA25,"['Thioredoxin 1', 'Trx-1']",Monomer. Interacts with bacteriophage T3 DNA polymerase.,"['trxA', 'fipA', 'tsnC', 'b3781', 'JW5856']"
372,P30863,"['2,5-diketo-D-gluconic acid reductase B']",Monomer.,"['dkgB', 'yafB', 'b0207', 'JW0197']"
373,P77202,['Thiol:disulfide interchange protein DsbG'],"Homodimer. Interacts with ErfK, YbiS and YnhG.","['dsbG', 'ybdP', 'b0604', 'JW0597']"
374,P33360,['Glycine betaine uptake system ATP-binding protein YehX'],"The complex is composed of two ATP-binding proteins (YehX), two transmembrane proteins (YehW and YehY) and a solute-binding protein (YehZ).","['yehX', 'b2129', 'JW2117']"
375,P33362,['Glycine betaine-binding protein YehZ'],"The complex is composed of two ATP-binding proteins (YehX), two transmembrane proteins (YehW and YehY) and a solute-binding protein (YehZ).","['yehZ', 'osmF', 'b2131', 'JW2119']"
376,P33361,['Glycine betaine uptake system permease protein YehY'],"The complex is composed of two ATP-binding proteins (YehX), two transmembrane proteins (YehW and YehY) and a solute-binding protein (YehZ).","['yehY', 'b2130', 'JW2118']"
377,P76234,['Uncharacterized protein YeaE'],"The complex is composed of two ATP-binding proteins (YehX), two transmembrane proteins (YehW and YehY) and a solute-binding protein (YehZ).","['yeaE', 'b1781', 'JW1770']"
378,P0A9S5,"['Glycerol dehydrogenase', '(R)-aminopropanol dehydrogenase', '1,2-propanediol dehydrogenase', 'D-1-amino-2-propanol oxidoreductase']","Homodimer and homooctamer (PubMed:40950, PubMed:6365902). Forms homotetramers in a solution containing 5% glycerol (PubMed:30839292).","['gldA', 'b3945', 'JW5556']"
379,P0ABD1,['Uncharacterized transporter YeaV'],"Homodimer and homooctamer (PubMed:40950, PubMed:6365902). Forms homotetramers in a solution containing 5% glycerol (PubMed:30839292).","['yeaV', 'b1801', 'JW5293']"
380,P0AC33,"['Fumarate hydratase class I, aerobic', 'Fumarase A', 'Oxaloacetate keto--enol-isomerase', 'OAAKE isomerase', 'Oxaloacetate tautomerase']",Homodimer.,"['fumA', 'b1612', 'JW1604']"
381,P0A720,"['Thymidylate kinase', 'Thymidine monophosphate kinase', 'dTMP kinase', 'TMPK']",Homodimer.,"['tmk', 'ycfG', 'b1098', 'JW1084']"
382,P42604,['Altronate dehydratase'],Homodimer.,"['uxaA', 'ygjW', 'b3091', 'JW3062']"
383,P0ABC9,['High-affinity choline transport protein'],Homodimer.,"['betT', 'b0314', 'JW0306']"
384,P17444,['Oxygen-dependent choline dehydrogenase'],Homodimer.,"['betA', 'b0311', 'JW0303']"
385,P15977,"['4-alpha-glucanotransferase', 'Amylomaltase', 'Disproportionating enzyme', 'D-enzyme']",Homodimer.,"['malQ', 'malA', 'b3416', 'JW3379']"
386,P07023,['T-protein'],Homodimer.,"['tyrA', 'b2600', 'JW2581']"
387,P76440,"['NAD-dependent dihydropyrimidine dehydrogenase subunit PreT', 'DPD', 'Dihydrothymine dehydrogenase', 'Dihydrouracil dehydrogenase']",Heterotetramer of 2 PreA and 2 PreT subunits.,"['preT', 'yeiT', 'b2146', 'JW2133']"
388,P25889,"['NAD-dependent dihydropyrimidine dehydrogenase subunit PreA', 'DPD', 'Dihydrothymine dehydrogenase', 'Dihydrouracil dehydrogenase']",Heterotetramer of 2 PreA and 2 PreT subunits.,"['preA', 'yeiA', 'b2147', 'JW2134']"
389,P0A761,['Putative N-acetylmannosamine-6-phosphate 2-epimerase'],Heterotetramer of 2 PreA and 2 PreT subunits.,"['nanE', 'yhcJ', 'b3223', 'JW3192']"
390,P23331,['Thymidine kinase'],Homotetramer.,"['tdk', 'b1238', 'JW1226']"
391,P0ABP8,"['Purine nucleoside phosphorylase DeoD-type', 'PNP']",Homohexamer; trimer of homodimers.,"['deoD', 'pup', 'b4384', 'JW4347']"
392,P07650,['Thymidine phosphorylase'],Homodimer.,"['deoA', 'tpp', 'ttg', 'b4382', 'JW4345']"
393,P0A9J8,"['Bifunctional chorismate mutase/prephenate dehydratase', 'Chorismate mutase-prephenate dehydratase', 'P-protein']",Homodimer.,"['pheA', 'b2599', 'JW2580']"
394,P45425,"['N-acetylmannosamine kinase', 'ManNAc kinase', 'N-acetyl-D-mannosamine kinase']",Homodimer.,"['nanK', 'yhcI', 'b3222', 'JW5538']"
395,P12008,"['Chorismate synthase', 'CS']",Homotetramer.,"['aroC', 'b2329', 'JW2326']"
396,P12995,"['Adenosylmethionine-8-amino-7-oxononanoate aminotransferase', '7,8-diamino-pelargonic acid aminotransferase']",Homodimer.,"['bioA', 'b0774', 'JW0757']"
397,P52006,"['Nucleoside triphosphatase NudI', 'Nucleotide diphosphatase NudI', 'Pyrimidine deoxynucleoside triphosphate diphosphatase', 'dCTP diphosphatase', 'dTTP diphosphatase', 'dUTP diphosphatase']",Monomer.,"['nudI', 'yfaO', 'b2251', 'JW2245']"
398,P0A887,"['Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE', '2-methoxy-6-polyprenyl-1,4-benzoquinol methylase', 'Demethylmenaquinone methyltransferase']","Component of the Ubi complex metabolon, which regroups five ubiquinone biosynthesis proteins (UbiE, UbiF, UbiG, UbiH and UbiI) and two accessory factors (UbiK and the lipid-binding protein UbiJ).","['ubiE', 'yigO', 'b3833', 'JW5581']"
399,P26602,['Chorismate pyruvate-lyase'],Monomer.,"['ubiC', 'b4039', 'JW5713']"
400,Q47140,['3-phenylpropionate/cinnamic acid dioxygenase subunit beta'],"This dioxygenase system consists of four proteins: the two subunits of the hydroxylase component (HcaE and HcaF), a ferredoxin (HcaC) and a ferredoxin reductase (HcaD).","['hcaF', 'digB', 'hcaA2', 'hcaB', 'phdC2', 'yfhV', 'b2539', 'JW2523']"
401,P30136,"['Phosphomethylpyrimidine synthase', 'Hydroxymethylpyrimidine phosphate synthase']",Homodimer.,"['thiC', 'b3994', 'JW3958']"
402,P0ABW0,['3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit'],"This dioxygenase system consists of four proteins: the two subunits of the hydroxylase component (HcaE and HcaF), a ferredoxin (HcaC) and a ferredoxin reductase (HcaD).","['hcaC', 'hcaA3', 'phdB', 'yfhW', 'b2540', 'JW2524']"
403,P0ABR5,['3-phenylpropionate/cinnamic acid dioxygenase subunit alpha'],"This dioxygenase system consists of four proteins: the two subunits of the hydroxylase component (HcaE and HcaF), a ferredoxin (HcaC) and a ferredoxin reductase (HcaD).","['hcaE', 'digA', 'hcaA', 'hcaA1', 'phdC1', 'yfhU', 'b2538', 'JW2522']"
404,P06968,"[""Deoxyuridine 5'-triphosphate nucleotidohydrolase"", 'dUTPase']",Homotrimer.,"['dut', 'dnaS', 'sof', 'b3640', 'JW3615']"
405,P45568,"['1-deoxy-D-xylulose 5-phosphate reductoisomerase', 'DXP reductoisomerase', '1-deoxyxylulose-5-phosphate reductoisomerase', '2-C-methyl-D-erythritol 4-phosphate synthase']",Homodimer.,"['dxr', 'ispC', 'yaeM', 'b0173', 'JW0168']"
406,P0AE12,['AMP nucleosidase'],Homohexamer. Trimer of dimers.,"['amn', 'b1982', 'JW1963']"
407,P77488,['1-deoxy-D-xylulose-5-phosphate synthase'],Homodimer.,"['dxs', 'yajP', 'b0420', 'JW0410']"
408,P77650,['3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component'],"This dioxygenase system consists of four proteins: the two subunits of the hydroxylase component (HcaE and HcaF), a ferredoxin (HcaC) and a ferredoxin reductase (HcaD).","['hcaD', 'hcaA4', 'phdA', 'yfhY', 'b2542', 'JW2526']"
409,P37095,['Peptidase B'],Homohexamer.,"['pepB', 'yfhI', 'b2523', 'JW2507']"
410,P0A6G5,"['Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase', 'Apo-ACP nucleodityltransferase', 'Holo-ACP synthase', 'Holo-citrate lyase synthase']",Homohexamer.,"['citX', 'ybdU', 'b0614', 'JW0606']"
411,P75726,"['Citrate lyase alpha chain', 'Citrase alpha chain', 'Citrate (pro-3S)-lyase alpha chain', 'Citrate CoA-transferase subunit']","Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citF', 'ybdV', 'b0615', 'JW5087']"
412,P09099,['Xylulose kinase'],Homodimer.,"['xylB', 'b3564', 'JW3536']"
413,P0A9B6,"['D-erythrose-4-phosphate dehydrogenase', 'E4PDH']",Homotetramer.,"['epd', 'gapB', 'b2927', 'JW2894']"
414,P68767,"['Cytosol aminopeptidase', 'Aminopeptidase A/I', 'Leucine aminopeptidase', 'LAP', 'Leucyl aminopeptidase']",Homohexamer.,"['pepA', 'carP', 'xerB', 'b4260', 'JW4217']"
415,P69330,['Citrate lyase acyl carrier protein'],"Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citD', 'ybdX', 'b0617', 'JW0609']"
416,P04825,['Aminopeptidase N'],"Oligomer with a subunit composition of (alpha,beta,gamma)6.","['pepN', 'b0932', 'JW0915']"
417,P0A9I1,"['Citrate lyase subunit beta', 'Citrase beta chain', 'Citrate (pro-3S)-lyase subunit beta', 'Citryl-CoA lyase subunit']","Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citE', 'ybdW', 'b0616', 'JW0608']"
418,P0AE74,"['Citrate/succinate antiporter', 'Citrate carrier', 'Citrate transporter']","Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citT', 'ybdS', 'b0612', 'JW0604']"
419,P0A9B2,"['Glyceraldehyde-3-phosphate dehydrogenase A', 'GAPDH-A']",Homotetramer.,"['gapA', 'b1779', 'JW1768']"
420,P15288,"['Cytosol non-specific dipeptidase', 'Aminoacyl-histidine dipeptidase', 'Beta-alanyl-histidine dipeptidase', 'Carnosinase', 'Cysteinylglycinase', 'Peptidase D', 'Xaa-His dipeptidase', 'X-His dipeptidase']",Homotetramer.,"['pepD', 'pepH', 'b0237', 'JW0227']"
421,P77570,['Anhydro-N-acetylmuramic acid kinase'],Homotetramer.,"['anmK', 'ydhH', 'b1640', 'JW1632']"
422,P0AEK4,"['Enoyl-[acyl-carrier-protein] reductase [NADH] FabI', 'ENR']",Homotetramer.,"['fabI', 'envM', 'b1288', 'JW1281']"
423,P0A6H8,"['Cardiolipin synthase A', 'CL synthase']",Homotetramer.,"['clsA', 'cls', 'nov', 'yciJ', 'b1249', 'JW1241']"
424,P00904,['Bifunctional protein TrpGD'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['trpGD', 'trpD', 'b1263', 'JW1255']"
425,P0AA84,"['Cardiolipin synthase B', 'CL synthase']",Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['clsB', 'ybhO', 'b0789', 'JW0772']"
426,P27243,['O-antigen ligase'],Homodimer.,"['waaL', 'rfaL', 'b3622', 'JW3597']"
427,P0AG00,['ECA polysaccharide chain length modulation protein'],"Probably part of a complex composed of WzxE, WzyE and WzzE.","['wzzE', 'wzz', 'yifC', 'b3785', 'JW5601']"
428,P00895,['Anthranilate synthase component 1'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large lpha subunit (TrpE).,"['trpE', 'b1264', 'JW1256']"
429,P27835,['Probable ECA polymerase'],"Probably part of a complex composed of WzxE, WzyE and WzzE.","['wzyE', 'wzy', 'b3793', 'JW3769']"
430,P76175,['Voltage-gated ClC-type chloride channel ClcB'],"Probably part of a complex composed of WzxE, WzyE and WzzE.","['clcB', 'mriT', 'ynfJ', 'b1592', 'JW5263']"
431,P12998,"['8-amino-7-oxononanoate synthase', 'AONS', '7-keto-8-amino-pelargonic acid synthase']",Homodimer.,"['bioF', 'b0776', 'JW0759']"
432,P37019,['H(+)/Cl(-) exchange transporter ClcA'],Homodimer.,"['clcA', 'eriC', 'yadQ', 'b0155', 'JW5012']"
433,P0AAA7,['Lipid III flippase'],"Probably part of a complex composed of WzxE, WzyE and WzzE.","['wzxE', 'wzx', 'yifJ', 'b3792', 'JW3766']"
434,P05637,"[""Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]"", 'Ap4A hydrolase', ""Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase"", 'Diadenosine tetraphosphatase']",Monomer.,"['apaH', 'b0049', 'JW0048']"
435,P77399,['Fatty acid oxidation complex subunit alpha'],Heterotetramer of two alpha chains (FadJ) and two beta chains (FadI).,"['fadJ', 'yfcX', 'b2341', 'JW2338']"
436,P0A8N5,"['Lysine--tRNA ligase, heat inducible']",Homodimer.,"['lysU', 'b4129', 'JW4090']"
437,P0A955,"['KHG/KDPG aldolase', '(4S)-4-hydroxy-2-oxoglutarate aldolase', '2-dehydro-3-deoxy-phosphogluconate aldolase', '2-keto-3-deoxy-6-phosphogluconate aldolase', 'KDPG aldolase', '2-keto-4-hydroxyglutarate aldolase']",Homotrimer.,"['eda', 'hga', 'kdgA', 'b1850', 'JW1839']"
438,P0ADF6,"['Phosphogluconate dehydratase', '6-phosphogluconate dehydratase', 'Entner-Doudoroff dehydrase']",Homotrimer.,"['edd', 'b1851', 'JW1840']"
439,P24177,['Probable aminoglycoside efflux pump'],Homotrimer.,"['acrD', 'yffA', 'b2470', 'JW2454']"
440,P09158,"['Polyamine aminopropyltransferase', 'Cadaverine aminopropyltransferase', 'Putrescine aminopropyltransferase', 'PAPT', 'Spermidine aminopropyltransferase', 'Spermidine synthase']",Homodimer.,"['speE', 'b0121', 'JW0117']"
441,P60782,"['Probable glycerol-3-phosphate acyltransferase', 'G3P acyltransferase', 'GPAT', 'Lysophosphatidic acid synthase', 'LPA synthase']",Probably interacts with PlsX.,"['plsY', 'ygiH', 'b3059', 'JW3031']"
442,P02930,"['Outer membrane protein TolC', 'Multidrug efflux pump subunit TolC', 'Outer membrane factor TolC']","Homotrimer. Part of tripartite efflux systems, which are composed of an inner membrane transporter, a periplasmic membrane fusion protein, and an outer membrane component, TolC. The complexes form a large protein conduit and can translocate molecules across both the inner and outer membranes. TolC interacts with the membrane fusion proteins AcrA, EmrA and MacA.","['tolC', 'colE1-i', 'mtcB', 'mukA', 'refI', 'toc', 'weeA', 'b3035', 'JW5503']"
443,P0AE06,"['Multidrug efflux pump subunit AcrA', 'AcrAB-TolC multidrug efflux pump subunit AcrA', 'Acridine resistance protein A']",Monomeric in solution. Homotrimeric; interacts independently with AcrB and TolC as well as AcrZ. Part of the AcrA-AcrB-TolC efflux pump. Complex assembly is independent of an efflux substrate and appears to be constitutive.,"['acrA', 'lir', 'mtcA', 'b0463', 'JW0452']"
444,P0ACV0,['Lipid A biosynthesis lauroyltransferase'],Monomer.,"['lpxL', 'htrB', 'waaM', 'b1054', 'JW1041']"
445,P0AB65,['Acylphosphatase'],Monomer.,"['yccX', 'b0968', 'JW5131']"
446,P0ACV2,['Lipid A biosynthesis palmitoleoyltransferase'],Monomer.,"['lpxP', 'ddg', 'b2378', 'JW2375']"
447,P0ABI4,['Magnesium transport protein CorA'],"Homopentamer. In the absence of Mg(2+), interactions between subunits are weakened, and dimers, trimers and tetramers can be observed in vitro (By similarity).","['corA', 'b3816', 'JW3789']"
448,P19926,"['Glucose-1-phosphatase', 'G1Pase']",Homodimer.,"['agp', 'b1002', 'JW0987']"
449,P76445,"['Lipid A 1-diphosphate synthase', 'Kdo(2)-lipid A phosphotransferase', 'Undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase']",Homodimer.,"['lpxT', 'yeiU', 'b2174', 'JW2162']"
450,P0A6P9,"['Enolase', '2-phospho-D-glycerate hydro-lyase', '2-phosphoglycerate dehydratase']","Homodimer (PubMed:11676541, PubMed:16516921, PubMed:20823555, PubMed:4942326). Homodimers that trimerize (PubMed:30714720). Component of the RNA degradosome, a multiprotein complex involved in RNA processing and mRNA degradation (PubMed:14981237, PubMed:15522087, PubMed:17242352, PubMed:18337249, PubMed:8610017, PubMed:9732274). Interacts with the C-terminal region of the endoribonuclease RNase E (PubMed:9732274).","['eno', 'b2779', 'JW2750']"
451,P37744,"['Glucose-1-phosphate thymidylyltransferase 1', 'G1P-TT 1', 'dTDP-glucose pyrophosphorylase 1', 'dTDP-glucose synthase 1']",Homotetramer.,"['rfbA', 'rmlA', 'rmlA1', 'b2039', 'JW2024']"
452,P19925,"['Enterobactin synthase component D', ""4'-phosphopantetheinyl transferase EntD"", 'Enterochelin synthase D']","EntB, EntD, EntE, and EntF form a multienzyme complex called enterobactin synthase.","['entD', 'b0583', 'JW5085']"
453,P13039,"['Iron(III) enterobactin esterase', 'Enterochelin esterase', 'Ferric enterobactin esterase']",Monomer.,"['fes', 'b0585', 'JW0576']"
454,P60752,"['ATP-dependent lipid A-core flippase', 'Lipid A export ATP-binding/permease protein MsbA', 'Lipid flippase']",Homodimer.,"['msbA', 'b0914', 'JW0897']"
455,P61887,"['Glucose-1-phosphate thymidylyltransferase 2', 'G1P-TT 2', 'dTDP-glucose pyrophosphorylase 2', 'dTDP-glucose synthase 2']",Homotetramer; arranged as a dimer of dimers.,"['rffH', 'rmlA2', 'yifG', 'b3789', 'JW3763']"
456,P16869,"['Hydroxamate siderophore receptor FhuE', 'Ferric iron uptake protein', 'Ferric-coprogen receptor FhuE', 'Outer-membrane receptor for Fe(III)-coprogen, Fe(III)-ferrioxamine B and Fe(III)-rhodotrulic acid', 'TonB-dependent transporter receptor FhuE', 'TBDT receptor FhuE']",Homotetramer; arranged as a dimer of dimers.,"['fhuE', 'b1102', 'JW1088']"
457,P19636,"['Ethanolamine ammonia-lyase small subunit', 'EAL small subunit', 'Ethanolamine ammonia-lyase beta subunit', 'Ethanolamine ammonia-lyase light chain', 'Ethanolamine deaminase small subunit']","The basic unit is a heterodimer, which further associates into a trimer of heterotetramers (PubMed:19762342, PubMed:20519496, PubMed:21142024, PubMed:29797764). 6 large subunits form a core ring with 6 small subunits projecting outwards (Probable).","['eutC', 'b2440', 'JW2433']"
458,P23893,"['Glutamate-1-semialdehyde 2,1-aminomutase', 'GSA']",Homodimer.,"['hemL', 'gsa', 'popC', 'b0154', 'JW0150']"
459,P0AEJ6,"['Ethanolamine ammonia-lyase large subunit', 'EAL large subunit', 'Ethanolamine ammonia-lyase alpha subunit', 'Ethanolamine ammonia-lyase heavy chain', 'Ethanolamine deaminase large subunit']","The basic unit is a heterodimer which dimerizes to form tetramers (PubMed:19762342, PubMed:20519496, PubMed:21142024, PubMed:29797764). The heterotetramers trimerize; 6 large subunits form a core ring with 6 small subunits projecting outwards (Probable).","['eutB', 'b2441', 'JW2434']"
460,P65870,"['6-carboxy-5,6,7,8-tetrahydropterin synthase', 'CPH4 synthase']","The basic unit is a heterodimer which dimerizes to form tetramers (PubMed:19762342, PubMed:20519496, PubMed:21142024, PubMed:29797764). The heterotetramers trimerize; 6 large subunits form a core ring with 6 small subunits projecting outwards (Probable).","['queD', 'ygcM', 'b2765', 'JW2735']"
461,P0ADG4,['Nus factor SuhB'],"Monomer (PubMed:10747806, PubMed:31127279). A monomer-dimer equilibrium (PubMed:17652087). Homodimer (PubMed:31020314, PubMed:32871103). The rRNA transcription and antitermination complex (rrnTAC) consists of RNA polymerase (RNAP), NusA, NusB, NusE (rpsJ), NusG, SubB, ribosomal protein S4, DNA and precursor rRNA; S4 is more flexible than other subunits (PubMed:31020314, PubMed:31127279, PubMed:32871103). Binds to RNAP, which decreases IMPase activity against 1D-myo-inositol 1-phosphate (Probable) (PubMed:17652087). Association with rRNA gene-transcribing RNAP is dependent on NusB (PubMed:26980831, PubMed:29229908). Interacts with AR2 domain of NusA; crystallizes as a 2:1 SuhB:NusA heterotrimer (PubMed:31020314, PubMed:31127279).","['suhB', 'ssyA', 'b2533', 'JW2517']"
462,P30745,"[""GTP 3',8-cyclase""]",Monomer and homodimer.,"['moaA', 'bisA', 'chlA', 'chlA1', 'narA', 'b0781', 'JW0764']"
463,P32669,['Fructose-6-phosphate aldolase 2'],Homodecamer.,"['fsaB', 'talC', 'yijG', 'b3946', 'JW3918']"
464,P0AE22,"['Class B acid phosphatase', 'CBAP']",Homotetramer.,"['aphA', 'napA', 'yjbP', 'b4055', 'JW4015']"
