reac,reaction,ec_number
3HAD40_num1,3haACP_c --> but2eACP_c + h2o_c,4.2.1.58
3HAD60_num1,3hhexACP_c --> h2o_c + thex2eACP_c,2.3.1.-
3HAD80_num1,3hoctACP_c --> h2o_c + toct2eACP_c,2.3.1.-
3HCINNMH,3hcinnm_c + h_c + nadh_c + o2_c --> dhcinnm_c + h2o_c + nad_c,1.14.13.127
3HPPPNH,3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c,1.14.13.127
3HPPtex_num1,3hpp_e --> 3hpp_p,NA
3HPPtpp,3hpp_c + h_c --> 3hpp_p + h_p,NA
A5PISO_num1,ru5p__D_c --> ara5p_c,5.3.1.13
AACPS1,ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c,6.2.1.20
AACPS2,ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c,6.2.1.20
AACPS3,ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c,6.2.1.20
3KGK,3dhguln_c + atp_c --> 3dhgulnp_c + adp_c + h_c,2.7.1.53
3NTD2pp,3ump_p + h2o_p --> pi_p + uri_p,3.1.3.6
AACPS4,ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c,NA
EX_acser,acser_e --> ,NA
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,NA
EX_ade,ade_e --> ,NA
ADK3,amp_c + gtp_c --> adp_c + gdp_c,2.7.4.10
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,6.2.1.20
AACPS7,ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c,6.2.1.l
EX_adn,adn_e --> ,NA
AACPS8,ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c,6.2.1.20
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,6.2.1.l
AACTOOR,aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c,1.4.3.21
AADDGT,dtdp4aaddg_c + unagamu_c --> dtdp_c + h_c + unagamuf_c,2.4.1.325
ACLS_num1,h_c + 2.0 pyr_c --> alac__S_c + co2_c,2.2.1.6
ACM6PH,acmum6p_c + h2o_c --> acgam6p_c + lac__D_c,4.2.1.126
ACMAMUT,uacmamu_c + unaga_c --> h_c + udp_c + unagamu_c,2.4.1.180
ACMANAptspp,acmana_p + pep_c --> acmanap_c + pyr_c,NA
ACMANAtex_num1,acmana_e --> acmana_p,NA
AAMYL,14glucan_c --> malthx_c,NA
AAMYLpp,14glucan_p --> malthx_p,NA
ADNCYC,atp_c --> camp_c + ppi_c,4.6.1.1
AB6PGH,arbt6p_c + h2o_c --> g6p_c + hqn_c,3.2.1.86
ABTA_num1,4abut_c + akg_c --> glu__L_c + sucsal_c,2.6.1.19
ABUTD,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,1.2.1.-
ABUTt2pp,4abut_p + h_p --> 4abut_c + h_c,NA
ABUTtex_num1,4abut_e --> 4abut_p,NA
ACACCT,acac_c + accoa_c --> aacoa_c + ac_c,2.8.3.8
ACACT1r_num1,2.0 accoa_c --> aacoa_c + coa_c,2.3.1.9
ACMUMptspp,acmum_p + pep_c --> acmum6p_c + pyr_c,NA
ACMUMtex_num1,acmum_e --> acmum_p,NA
ACNAMt2pp,acnam_p + h_p --> acnam_c + h_c,NA
ACNAMtex_num1,acnam_e --> acnam_p,NA
ACNML,acnam_c --> acmana_c + pyr_c,4.1.3.3
ACOAD1f,btcoa_c + fad_c --> b2coa_c + fadh2_c,1.3.3.6
ACOAD2f,fad_c + hxcoa_c --> fadh2_c + hx2coa_c,1.3.99.3
ACOAD3f,fad_c + occoa_c --> fadh2_c + oc2coa_c,1.3.3.6
ACACT2r_num1,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,2.3.1.16
ACACT3r_num1,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,2.3.1.9
ACACT4r_num1,accoa_c + occoa_c --> 3odcoa_c + coa_c,2.3.1.16
ACACT5r_num1,accoa_c + dcacoa_c --> 3oddcoa_c + coa_c,2.3.1.9
ACACT6r_num1,accoa_c + ddcacoa_c --> 3otdcoa_c + coa_c,2.3.1.16
ACACT7r_num1,accoa_c + tdcoa_c --> 3ohdcoa_c + coa_c,2.3.1.155
ACACT8r_num1,3ohodcoa_c + coa_c --> accoa_c + pmtcoa_c,NA
ACOAD4f,dcacoa_c + fad_c --> dc2coa_c + fadh2_c,1.3.99.3
ACOAD5f,ddcacoa_c + fad_c --> dd2coa_c + fadh2_c,1.3.3.6
ACOAD6f,fad_c + tdcoa_c --> fadh2_c + td2coa_c,1.3.3.6
ACOAD7f,fad_c + pmtcoa_c --> fadh2_c + hdd2coa_c,1.3.3.6
ACOAD8f,fad_c + stcoa_c --> fadh2_c + od2coa_c,NA
ACOATA,ACP_c + accoa_c --> acACP_c + coa_c,2.3.1.-
ACACt2pp,acac_p + h_p --> acac_c + h_c,NA
ACODA,acorn_c + h2o_c --> ac_c + orn_c,3.5.1.14
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,2.7.1.20
ACOLIPAabctex,acolipa_p + atp_c + h2o_c --> acolipa_e + adp_c + h_c + pi_c,NA
ACONIs,acon_T_c --> acon_C_c,5.3.3.7
ACONMT,acon_T_c + amet_c --> aconm_c + ahcys_c,2.1.1.144
ACACtex_num1,acac_e --> acac_p,NA
ACALD_num1,acald_c + coa_c + nad_c --> accoa_c + h_c + nadh_c,1.2.1.10
ACALDtex_num1,acald_e --> acald_p,NA
ACALDtpp,acald_p --> acald_c,NA
ACONTa_num1,cit_c --> acon_C_c + h2o_c,4.2.1.3
ACANTHAT,accoa_c + anth_c --> acanth_c + coa_c,NA
ADNUC,adn_c + h2o_c --> ade_c + rib__D_c,3.2.2.1
ACBIPGT,adocbip_c + gtp_c + h_c --> agdpcbi_c + ppi_c,2.7.7.62
ACCOAC,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c,6.4.1.2
ACONTb_num1,acon_C_c + h2o_c --> icit_c,4.2.1.3
ACOTA_num1,acorn_c + akg_c --> acg5sa_c + glu__L_c,2.6.1.11
ACPPAT120,ddcaACP_c + h_c + pi_c --> ACP_c + ddcap_c,NA
ACPPAT140,h_c + myrsACP_c + pi_c --> ACP_c + ttdcap_c,NA
ACPPAT141,h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c,NA
ACPPAT160,h_c + palmACP_c + pi_c --> ACP_c + hdcap_c,NA
ACPPAT161,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c,NA
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,6.2.1.13
ACGAL1PPpp,acgal1p_p + h2o_p --> acgal_p + pi_p,3.1.3.10
ACGAL1Ptex_num1,acgal1p_e --> acgal1p_p,NA
ACGALtex_num1,acgal_e --> acgal_p,NA
ACGAM1PPpp,acgam1p_p + h2o_p --> acgam_p + pi_p,3.1.3.10
ACGAM1Ptex_num1,acgam1p_e --> acgam1p_p,NA
ACGAMK,acgam_c + atp_c --> acgam6p_c + adp_c + h_c,2.7.1.59
ACGAMT,uacgam_c + udcpp_c --> ump_c + unaga_c,NA
ACPPAT180,h_c + ocdcaACP_c + pi_c --> ACP_c + ocdcap_c,NA
ACPPAT181,h_c + octeACP_c + pi_c --> ACP_c + ocdceap_c,NA
ACPS1_num1,apoACP_c + coa_c --> ACP_c + h_c + pap_c,2.7.8.7
ACS,ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c,6.2.1.1
ACGAptspp_num1,acgam_p + pep_c --> acgam6p_c + pyr_c,NA
ACGAtex_num1,acgam_e --> acgam_p,NA
ACSERtex_num1,acser_e --> acser_p,NA
ADNt2pp,adn_p + h_p --> adn_c + h_c,NA
ACSERtpp_num1,acser_c --> acser_p,NA
ACt2rpp,ac_p + h_p --> ac_c + h_c,NA
ACt4pp,ac_p + na1_p --> ac_c + na1_c,NA
ACGK,acglu_c + atp_c --> acg5p_c + adp_c,2.7.2.8
ACGS,accoa_c + glu__L_c --> acglu_c + coa_c + h_c,2.3.1.1
ACHBS_num1,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c,2.2.1.6
ACKr_num1,ac_c + atp_c --> actp_c + adp_c,2.7.2.1
ADK4,amp_c + itp_c --> adp_c + idp_c,NA
ACtex_num1,ac_e --> ac_p,NA
ADA,adn_c + h2o_c + h_c --> ins_c + nh4_c,3.5.4.4
ADCL,4adcho_c --> 4abz_c + h_c + pyr_c,4.1.3.38
ADCS,chor_c + gln__L_c --> 4adcho_c + glu__L_c,2.6.1.85
ADMDC,amet_c + h_c --> ametam_c + co2_c,4.1.1.50
ADD,ade_c + h2o_c + h_c --> hxan_c + nh4_c,3.5.4.2
ADNt2pp,adn_p + h_p --> adn_c + h_c,NA
ADEt2rpp_num1,ade_p + h_p --> ade_c + h_c,NA
ADEtex_num1,ade_e --> ade_p,NA
ADNtex,adn_e --> adn_p,NA
ADK1,amp_c + atp_c --> 2.0 adp_c,2.7.4.3
ADOCBIK,adocbi_c + atp_c --> adocbip_c + adp_c + h_c,2.7.1.156
ADOCBLS,agdpcbi_c + rdmbzi_c --> adocbl_c + gmp_c + h_c,2.7.8.26
ADOCBLabcpp,adocbl_p + atp_c + h2o_c --> adocbl_c + adp_c + h_c + pi_c,NA
ANHGMtex_num1,anhgm_e --> anhgm_p,NA
ANHMK,anhm_c + atp_c + h2o_c --> acmum6p_c + adp_c + h_c,NA
ALAALAtex_num1,alaala_e --> alaala_p,NA
ALAGLUE,LalaDglu_c --> LalaLglu_c,5.1.1.20
ALAR_num1,ala__L_c --> ala__D_c,5.1.1.1
ALATA_D2_num1,ala__D_c + pydx5p_c --> pyam5p_c + pyr_c,NA
ANPRT,anth_c + prpp_c --> ppi_c + pran_c,2.4.2.18
ANS,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,4.1.3.27
ALATA_L_num1,akg_c + ala__L_c --> glu__L_c + pyr_c,2.6.1.2
ADOCBLtonex,adocbl_e + h_p --> adocbl_p + h_c,NA
ALATA_L2_num1,ala__L_c + pydx5p_c --> pyam5p_c + pyr_c,NA
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,6.1.1.7
ALAabcpp,ala__L_p + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c,NA
ALAt2pp,ala__L_p + h_p --> ala__L_c + h_c,NA
ALAt2pp,ala__L_p + h_p --> ala__L_c + h_c,NA
AOBUTDs,2aobut_c + h_c --> aact_c + co2_c,1.1.1.381
AOXSr2,ala__L_c + pimACP_c --> 8aonn_c + ACP_c + co2_c,2.3.1.47
AP4AH,ap4a_c + h2o_c --> 2.0 adp_c + 2.0 h_c,3.6.1.41
AP4AS,2.0 atp_c + h_c --> ap4a_c + ppi_c,2.7.7
AP5AH,ap5a_c + h2o_c --> adp_c + atp_c + 2.0 h_c,3.6.1.61
APCS,15dap_c + ametam_c --> 5mta_c + h_c + na15dap_c,2.5.1
ALAt4pp,ala__L_p + na1_p --> ala__L_c + na1_c,NA
ALAtex_num1,ala__L_e --> ala__L_p,NA
ALCD19,glyald_c + h_c + nadh_c --> glyc_c + nad_c,1.1.1.21
APG3PAT120,ddcap_c + glyc3p_c --> 1ddecg3p_c + h_c + pi_c,NA
ALCD2x_num1,etoh_c + nad_c --> acald_c + h_c + nadh_c,1.1.1.1
ADPRDP_num1,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,3.6.1.13
ALDD19xr,h2o_c + nad_c + pacald_c --> 2.0 h_c + nadh_c + pac_c,1.2.1.39
ALDD2x,acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c,1.2.1.3
APG3PAT140,glyc3p_c + ttdcap_c --> 1tdecg3p_c + h_c + pi_c,NA
APG3PAT141,glyc3p_c + ttdceap_c --> 1tdec7eg3p_c + h_c + pi_c,NA
APG3PAT160,glyc3p_c + hdcap_c --> 1hdecg3p_c + h_c + pi_c,NA
APG3PAT161,glyc3p_c + hdceap_c --> 1hdec9eg3p_c + h_c + pi_c,NA
ALDD2y,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c,1.2.1.-
ALDD3y,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c,NA
ADPT,ade_c + prpp_c --> amp_c + ppi_c,2.4.2.7
ALDD4,btal_c + h2o_c + nad_c --> but_c + 2.0 h_c + nadh_c,NA
ALLK,all__D_c + atp_c --> adp_c + all6p_c + h_c,2.7.1.55
APG3PAT180,glyc3p_c + ocdcap_c --> 1odecg3p_c + h_c + pi_c,NA
APG3PAT181,glyc3p_c + ocdceap_c --> 1odec11eg3p_c + h_c + pi_c,NA
APH120,ddcap_c + h2o_c --> ddca_c + 2.0 h_c + pi_c,NA
ALLPI,all6p_c --> allul6p_c,5.3.1.6
ALLTAMH,alltt_c + 2.0 h2o_c + 2.0 h_c --> co2_c + 2.0 nh4_c + urdglyc_c,3.5.3.9
ALLTN,alltn_c + h2o_c --> alltt_c + h_c,3.5.2.5
ALLTNt2rpp,alltn_p + h_p --> alltn_c + h_c,NA
APH140,h2o_c + ttdcap_c --> 2.0 h_c + pi_c + ttdca_c,NA
APH141,h2o_c + ttdceap_c --> 2.0 h_c + pi_c + ttdcea_c,NA
APH160,h2o_c + hdcap_c --> 2.0 h_c + hdca_c + pi_c,NA
APH161,h2o_c + hdceap_c --> 2.0 h_c + hdcea_c + pi_c,NA
APH180,h2o_c + ocdcap_c --> 2.0 h_c + ocdca_c + pi_c,NA
APH181,h2o_c + ocdceap_c --> 2.0 h_c + ocdcea_c + pi_c,NA
ALLTNtex_num1,alltn_e --> alltn_p,NA
ALLULPE,allul6p_c --> f6p_c,5.1.3
ALLabcpp,all__D_p + atp_c + h2o_c --> adp_c + all__D_c + h_c + pi_c,NA
APPLDHr,aact_c + h_c + nadh_c --> appl_c + nad_c,1.1.1.75
ALLtex_num1,all__D_e --> all__D_p,NA
ADSK,aps_c + atp_c --> adp_c + h_c + paps_c,2.7.1.25
ALPATE160pp,alpp_p + pe160_p --> 2agpe160_p + lpp_p,NA
ALPATG160pp,alpp_p + pg160_p --> 2agpg160_p + lpp_p,NA
APRAUR,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c,1.1.1.193
ARAI,arab__L_c --> rbl__L_c,5.3.1.4
ARBTNR1,2.0 arbtn_fe3_c + fadh2_c --> 2.0 arbtn_c + fad_c + 2.0 fe2_c + 2.0 h_c,NA
ALR2_num1,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c,1.1.1
ARBTNR2,2.0 arbtn_fe3_c + fmnh2_c --> 2.0 arbtn_c + 2.0 fe2_c + fmn_c + 2.0 h_c,NA
ALR4x,acetol_c + h_c + nadh_c --> 12ppd__R_c + nad_c,NA
ADSL1r,dcamp_c --> amp_c + fum_c,4.3.2.2
ALTRH,altrn_c --> 2ddglcn_c + h2o_c,4.2.1.7
AM3PA,anhm3p_c + h2o_c --> LalaDgluMdap_c + anhm_c,NA
AM4PA,anhm4p_c + h2o_c --> LalaDgluMdapDala_c + anhm_c,NA
ARBTNR3,2.0 arbtn_fe3_c + rbflvrd_c --> 2.0 arbtn_c + 2.0 fe2_c + 2.0 h_c + ribflv_c,NA
ARBTNabcpp,arbtn_fe3_p + atp_c + h2o_c --> adp_c + arbtn_fe3_c + h_c + pi_c,NA
ARBTNexs,arbtn_e + fe3_e --> arbtn_fe3_e,NA
ARBTNtex,arbtn_p + h_p --> arbtn_e + h_c,NA
AM4PCP,anhm4p_c + h2o_c --> ala__D_c + anhm3p_c,NA
AMALT1,malt_c + malttr_c --> glc__D_c + maltttr_c,2.4.1.25
AMALT2,malt_c + maltttr_c --> glc__D_c + maltpt_c,2.4.1.25
ARBTNtonex,arbtn_fe3_e + h_p --> arbtn_fe3_p + h_c,NA
ARBTNtpp,arbtn_c + h_p --> arbtn_p + h_c,NA
ARBTptspp_num1,arbt_p + pep_c --> arbt6p_c + pyr_c,NA
AMALT3,malt_c + maltpt_c --> glc__D_c + malthx_c,2.4.1.25
ARBTtex_num1,arbt_e --> arbt_p,NA
AMALT4,malt_c + malthx_c --> glc__D_c + malthp_c,2.4.1.25
ADSL2r,25aics_c --> aicar_c + fum_c,4.3.2.2
AMANAPEr,acmanap_c --> acgam6p_c,5.1.3.9
AMANK,acmana_c + atp_c --> acmanap_c + adp_c + h_c,2.7.1.60
AMAOTr,8aonn_c + amet_c --> amob_c + dann_c,2.6.1.62
AMMQLT8,2dmmql8_c + amet_c --> ahcys_c + h_c + mql8_c,2.1.1.163
ARBabcpp,arab__L_p + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,3.6.3.17
ARBt2rpp,arab__L_p + h_p --> arab__L_c + h_c,NA
ARBt3ipp,arab__L_c + h_p --> arab__L_p + h_c,NA
ARBtex_num1,arab__L_e --> arab__L_p,NA
ARGAGMt7pp,agm_c + arg__L_p --> agm_p + arg__L_c,NA
AMPMS2,air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c,NA
AMPN,amp_c + h2o_c --> ade_c + r5p_c,3.2.2.4
ARGDC,arg__L_c + h_c --> agm_c + co2_c,4.1.1.19
ADSS,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,6.3.4.4
ARGDCpp,arg__L_p + h_p --> agm_p + co2_p,4.1.1.19
AMPTASECG_num1,cgly_c + h2o_c --> cys__L_c + gly_c,3.4.11.1
AMPTASEPG_num1,h2o_c + progly_c --> gly_c + pro__L_c,NA
ARGORNt7pp,arg__L_p + orn_c --> arg__L_c + orn_p,NA
AMPtex_num1,amp_e --> amp_p,NA
ARGSL,argsuc_c --> arg__L_c + fum_c,4.3.2.1
AGDC,acgam6p_c + h2o_c --> ac_c + gam6p_c,3.5.1.25
ARGSS,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,6.3.4.5
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,6.1.1.19
ARGabcpp_num1,arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,3.6.3.21
ARGt3pp,arg__L_c + h_p --> arg__L_p + h_c,NA
ASAD,aspsa_c + nadp_c + pi_c --> 4pasp_c + h_c + nadph_c,1.2.1.11
ASCBPL,ascb6p_c + h2o_c --> 3dhgulnp_c + h_c,3.1.1
ASCBptspp,ascb__L_p + pep_c --> ascb6p_c + pyr_c,NA
ASCBtex_num1,ascb__L_e --> ascb__L_p,NA
ASNN_num1,asn__L_c + h2o_c --> asp__L_c + nh4_c,3.5.1.1
ARGtex_num1,arg__L_e --> arg__L_p,NA
AGM3PA,anhgm3p_c + h2o_c --> LalaDgluMdap_c + anhgm_c,NA
ASNNpp,asn__L_p + h2o_p --> asp__L_p + nh4_p,3.5.1.1
ASNS1,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,6.3.5.4
AGM3PApp_num1,anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p,NA
ASNS2,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c,6.3.1.1
ASNTRS,asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c,6.1.1.22
BSORy,btnso_c + h_c + nadph_c --> btn_c + h2o_c + nadp_c,1.-.-.-
ASNabcpp,asn__L_p + atp_c + h2o_c --> adp_c + asn__L_c + h_c + pi_c,NA
AGM3PH,anhgm3p_c + h2o_c --> acgam_c + anhm3p_c,NA
ASNt2rpp,asn__L_p + h_p --> asn__L_c + h_c,NA
ASNtex_num1,asn__L_e --> asn__L_p,NA
BTNt2ipp,btn_p + h_p --> btn_c + h_c,NA
BTNtex_num1,btn_e --> btn_p,NA
BTS5,2fe2s_c + amet_c + dtbt_c --> 2fe1s_c + btn_c + dad_5_c + h_c + met__L_c,NA
ASO3t8pp,aso3_c + atp_c + h2o_c --> adp_c + aso3_p + h_c + pi_c,3.6.3.16
ASO3tex_num1,aso3_e --> aso3_p,NA
BUTCT,accoa_c + but_c --> ac_c + btcoa_c,2.8.3.8
AGM3Pt2pp,anhgm3p_p + h_p --> anhgm3p_c + h_c,NA
BUTSO3abcpp_num1,atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c,NA
BUTSO3tex_num1,butso3_e --> butso3_p,NA
BUTt2rpp,but_p + h_p --> but_c + h_c,NA
BUTtex_num1,but_e --> but_p,NA
BWCOGDS1_num1,bwco_c + gtp_c + h_c --> bwco1gdp_c + ppi_c,NA
ASP1DC,asp__L_c + h_c --> ala_B_c + co2_c,4.1.1.11
ASPCT_num1,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,2.1.3.2
ASPK_num1,asp__L_c + atp_c --> 4pasp_c + adp_c,2.7.2.4
ASPO3,asp__L_c + q8_c --> h_c + iasp_c + q8h2_c,NA
ASPO4,asp__L_c + mqn8_c --> h_c + iasp_c + mql8_c,NA
ASPO5,asp__L_c + fum_c --> h_c + iasp_c + succ_c,1.5.99
ASPO6,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c,1.4.3.16
ASPT,asp__L_c --> fum_c + nh4_c,4.3.1.1
BWCOGDS2_num1,bwco1gdp_c + gtp_c + h_c --> bwcogdp_c + ppi_c,NA
BWCOS,mptamp_c + wco_c --> amp_c + bwco_c + cu2_c,NA
AGM4PA,anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c,NA
CA2t3pp,ca2_c + h_p --> ca2_p + h_c,NA
CA2tex_num1,ca2_e --> ca2_p,3.6.3.8
ASPTA,akg_c + asp__L_c --> glu__L_c + oaa_c,2.6.1.1
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,6.1.1.12
ASPabcpp,asp__L_p + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c,3.6.3.21
ASPt2_2pp,asp__L_p + 2.0 h_p --> asp__L_c + 2.0 h_c,NA
CADVtpp,15dap_c + h_p + lys__L_p --> 15dap_p + h_c + lys__L_c,NA
CAT_num1,2.0 h2o2_c --> 2.0 h2o_c + o2_c,1.11.1.21
AGM4PApp_num1,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p,NA
CAt6pp,ca2_c + na1_p --> ca2_p + na1_c,NA
CBIAT,atp_c + cbi_c + h_c --> adocbi_c + pppi_c,2.5.1.17
CBItonex,cbi_e + h_p --> cbi_p + h_c,NA
CBIuabcpp,atp_c + cbi_p + h2o_c --> adp_c + cbi_c + h_c + pi_c,3.6.3.33
CBL1abcpp,atp_c + cbl1_p + h2o_c --> adp_c + cbl1_c + h_c + pi_c,3.6.3.33
ASPt2_3pp_num1,asp__L_p + 3.0 h_p --> asp__L_c + 3.0 h_c,NA
ASPt2pp,asp__L_p + h_p --> asp__L_c + h_c,NA
ASPt2pp,asp__L_p + h_p --> asp__L_c + h_c,NA
ASPtex_num1,asp__L_e --> asp__L_p,NA
ASR,aso4_c + 2.0 gthrd_c --> aso3_c + gthox_c + h2o_c,1.20.4.1
AST,arg__L_c + succoa_c --> coa_c + h_c + sucarg_c,2.3.1.109
ATHRDHr,athr__L_c + nadp_c --> 2aobut_c + h_c + nadph_c,1.1.1.381
ATPHs,atp_c + h2o_c + h_c --> itp_c + nh4_c,3.5.4.17
ATPM,atp_c + h2o_c --> adp_c + h_c + pi_c,3.6.1.15
ATPPRT,atp_c + prpp_c --> ppi_c + prbatp_c,2.4.2.17
CBL1tonex,cbl1_e + h_p --> cbl1_p + h_c,NA
CBLAT,atp_c + cbl1_c + h_c --> adocbl_c + pppi_c,2.5.1.17
CBMD,cbm_c + 2.0 h_c --> co2_c + nh4_c,3.5.1.110
AGM4PCP,anhgm4p_c + h2o_c --> ala__D_c + anhgm3p_c,NA
CBMKr_num1,atp_c + co2_c + nh4_c --> adp_c + cbp_c + 2.0 h_c,2.7.2.2
CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,6.3.5.5
CCGS,atp_c + cdg_c + nh4_c --> adp_c + h2o_c + h_c + pi_c + preq0_c,6.3.4.20
ATPS4rpp_num1,adp_c + 4.0 h_p + pi_c --> atp_c + h2o_c + 3.0 h_c,3.6.3.14
BALAt2pp,ala_B_p + h_p --> ala_B_c + h_c,NA
BALAtex_num1,ala_B_e --> ala_B_p,NA
CD2abcpp,atp_c + cd2_c + h2o_c --> adp_c + cd2_p + h_c + pi_c,3.6.3.3
BETALDHx,betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c,1.2.1.8
AGM4PCPpp,anhgm4p_p + h2o_p --> ala__D_p + anhgm3p_p,NA
BETALDHy,betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c,1.2.1.8
BMOCOS,moco_c + mptamp_c --> amp_c + bmoco_c + cu2_c,NA
BMOGDS1_num1,bmoco_c + gtp_c + h_c --> bmoco1gdp_c + ppi_c,NA
BMOGDS2_num1,bmoco1gdp_c + gtp_c + h_c --> bmocogdp_c + ppi_c,NA
CD2t3pp_num1,cd2_c + h_p --> cd2_p + h_c,NA
CD2tex_num1,cd2_e --> cd2_p,NA
CD2tpp,cd2_p --> cd2_c,NA
CDAPPA120,cdpdddecg_c + h2o_c --> cmp_c + 2.0 h_c + pa120_c,3.6.1.26
CDAPPA140,cdpdtdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa140_c,3.6.1.26
CDAPPA141,cdpdtdec7eg_c + h2o_c --> cmp_c + 2.0 h_c + pa141_c,3.6.1.26
CDAPPA160,cdpdhdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa160_c,3.6.1.26
BPNT,h2o_c + pap_c --> amp_c + pi_c,3.1.3.7
BSORx,btnso_c + h_c + nadh_c --> btn_c + h2o_c + nad_c,NA
CDAPPA161,cdpdhdec9eg_c + h2o_c --> cmp_c + 2.0 h_c + pa161_c,3.6.1.26
AGM4PH,anhgm4p_c + h2o_c --> acgam_c + anhm4p_c,NA
CDAPPA180,cdpdodecg_c + h2o_c --> cmp_c + 2.0 h_c + pa180_c,3.6.1.26
CDAPPA181,cdpdodec11eg_c + h2o_c --> cmp_c + 2.0 h_c + pa181_c,3.6.1.26
CDGR,3.0 h_c + 2.0 nadph_c + preq0_c --> 2.0 nadp_c + preq1_c,1.7.1.13
CGLYtex_num1,cgly_e --> cgly_p,NA
CHLabcpp,atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c,NA
CHLt2pp_num1,chol_p + h_p --> chol_c + h_c,NA
CHLtex_num1,chol_e --> chol_p,NA
CDGS,cph4_c + h_c --> cdg_c + nh4_c,4.3.99.3
CDPMEK,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c,2.7.1.148
CHOLD,chol_c + nad_c --> betald_c + h_c + nadh_c,1.1.1
CFAS160E,2.0 amet_c + pe161_c --> 2.0 ahcys_c + cpe160_c + 2.0 h_c,2.1.1.79
AGM4Pt2pp,anhgm4p_p + h_p --> anhgm4p_c + h_c,NA
CFAS160G,2.0 amet_c + pg161_c --> 2.0 ahcys_c + cpg160_c + 2.0 h_c,2.1.1.79
CFAS180E,2.0 amet_c + pe181_c --> 2.0 ahcys_c + cpe180_c + 2.0 h_c,2.1.1.79
CHORM_num1,chor_c --> pphn_c,5.4.99.5
CHORS,3psme_c --> chor_c + pi_c,4.2.3.5
CHRPL,chor_c --> 4hbz_c + pyr_c,4.1.3.40
