reactions,metabolites,metabolitestotal,gpr,genes
ACACT7r_num1,accoa_c,accoa,ECDH1ME8569_2280,ECDH1ME8569_2280
ACACT7r_num1,tdcoa_c,tdcoa,ECDH1ME8569_2280,ECDH1ME8569_2280
ACACT8r_num1,3ohodcoa_c,3ohodcoa,ECDH1ME8569_2280,ECDH1ME8569_2280
ACOAD4f,dcacoa_c,dcacoa,ECDH1ME8569_0209,ECDH1ME8569_0209
ACOAD5f,ddcacoa_c,ddcacoa,ECDH1ME8569_0209,ECDH1ME8569_0209
ACOAD6f,tdcoa_c,tdcoa,ECDH1ME8569_0209,ECDH1ME8569_0209
ACOAD7f,pmtcoa_c,pmtcoa,ECDH1ME8569_0209,ECDH1ME8569_0209
ACOAD8f,stcoa_c,stcoa,ECDH1ME8569_0209,ECDH1ME8569_0209
ACOATA,ACP_c,ACP,ECDH1ME8569_1029 and ECDH1ME8569_1026,ECDH1ME8569_1026
ACOATA,ACP_c,ACP,ECDH1ME8569_1029 and ECDH1ME8569_1026,ECDH1ME8569_1029
ACOATA,accoa_c,accoa,ECDH1ME8569_1029 and ECDH1ME8569_1026,ECDH1ME8569_1026
ACOATA,accoa_c,accoa,ECDH1ME8569_1029 and ECDH1ME8569_1026,ECDH1ME8569_1029
ACACt2pp,acac_p,acac,ECDH1ME8569_2158,ECDH1ME8569_2158
ACODA,acorn_c,acorn,ECDH1ME8569_3825,ECDH1ME8569_3825
ADNK1,adn_c,adn,ECDH1ME8569_0458,ECDH1ME8569_0458
ACOLIPAabctex,acolipa_p,acolipa,ECDH1ME8569_3089 and ECDH1ME8569_3090 and ECDH1ME8569_3088 and ECDH1ME8569_4115 and ECDH1ME8569_4116,ECDH1ME8569_4115
ACOLIPAabctex,acolipa_p,acolipa,ECDH1ME8569_3089 and ECDH1ME8569_3090 and ECDH1ME8569_3088 and ECDH1ME8569_4115 and ECDH1ME8569_4116,ECDH1ME8569_3088
ACOLIPAabctex,acolipa_p,acolipa,ECDH1ME8569_3089 and ECDH1ME8569_3090 and ECDH1ME8569_3088 and ECDH1ME8569_4115 and ECDH1ME8569_4116,ECDH1ME8569_3090
ACOLIPAabctex,acolipa_p,acolipa,ECDH1ME8569_3089 and ECDH1ME8569_3090 and ECDH1ME8569_3088 and ECDH1ME8569_4115 and ECDH1ME8569_4116,ECDH1ME8569_3089
ACOLIPAabctex,acolipa_p,acolipa,ECDH1ME8569_3089 and ECDH1ME8569_3090 and ECDH1ME8569_3088 and ECDH1ME8569_4115 and ECDH1ME8569_4116,ECDH1ME8569_4116
ACONIs,acon_T_c,acon_T,s0001,s0001
ACONMT,acon_T_c,acon_T,ECDH1ME8569_1462,ECDH1ME8569_1462
ACONMT,amet_c,amet,ECDH1ME8569_1462,ECDH1ME8569_1462
ACACtex_num1,acac_e,acac,ECDH1ME8569_0229,ECDH1ME8569_0229
ACALD_num1,acald_c,acald,ECDH1ME8569_0338,ECDH1ME8569_0338
ACALDtex_num1,acald_e,acald,ECDH1ME8569_0229,ECDH1ME8569_0229
ACALDtpp,acald_p,acald,s0001,s0001
ACONTa_num1,cit_c,cit,ECDH1ME8569_0112,ECDH1ME8569_0112
ACANTHAT,accoa_c,accoa,ECDH1ME8569_1406,ECDH1ME8569_1406
ACANTHAT,anth_c,anth,ECDH1ME8569_1406,ECDH1ME8569_1406
ADNUC,adn_c,adn,ECDH1ME8569_0027,ECDH1ME8569_0027
ACBIPGT,adocbip_c,adocbip,ECDH1ME8569_1929,ECDH1ME8569_1929
ACCOAC,accoa_c,accoa,ECDH1ME8569_0178 and ECDH1ME8569_2254 and ECDH1ME8569_3141 and ECDH1ME8569_3142,ECDH1ME8569_3142
ACCOAC,accoa_c,accoa,ECDH1ME8569_0178 and ECDH1ME8569_2254 and ECDH1ME8569_3141 and ECDH1ME8569_3142,ECDH1ME8569_2254
ACCOAC,accoa_c,accoa,ECDH1ME8569_0178 and ECDH1ME8569_2254 and ECDH1ME8569_3141 and ECDH1ME8569_3142,ECDH1ME8569_3141
ACCOAC,accoa_c,accoa,ECDH1ME8569_0178 and ECDH1ME8569_2254 and ECDH1ME8569_3141 and ECDH1ME8569_3142,ECDH1ME8569_0178
ACCOAC,hco3_c,hco3,ECDH1ME8569_0178 and ECDH1ME8569_2254 and ECDH1ME8569_3141 and ECDH1ME8569_3142,ECDH1ME8569_3142
ACCOAC,hco3_c,hco3,ECDH1ME8569_0178 and ECDH1ME8569_2254 and ECDH1ME8569_3141 and ECDH1ME8569_3142,ECDH1ME8569_2254
ACCOAC,hco3_c,hco3,ECDH1ME8569_0178 and ECDH1ME8569_2254 and ECDH1ME8569_3141 and ECDH1ME8569_3142,ECDH1ME8569_3141
ACCOAC,hco3_c,hco3,ECDH1ME8569_0178 and ECDH1ME8569_2254 and ECDH1ME8569_3141 and ECDH1ME8569_3142,ECDH1ME8569_0178
ACONTb_num1,acon_C_c,acon_C,ECDH1ME8569_0112,ECDH1ME8569_0112
ACOTA_num1,acorn_c,acorn,ECDH1ME8569_1692,ECDH1ME8569_1692
ACOTA_num1,akg_c,akg,ECDH1ME8569_1692,ECDH1ME8569_1692
ACPPAT120,ddcaACP_c,ddcaACP,ECDH1ME8569_1029 and ECDH1ME8569_1025,ECDH1ME8569_1029
ACPPAT120,ddcaACP_c,ddcaACP,ECDH1ME8569_1029 and ECDH1ME8569_1025,ECDH1ME8569_1025
ACPPAT140,myrsACP_c,myrsACP,ECDH1ME8569_1029 and ECDH1ME8569_1025,ECDH1ME8569_1029
ACPPAT140,myrsACP_c,myrsACP,ECDH1ME8569_1029 and ECDH1ME8569_1025,ECDH1ME8569_1025
ACPPAT141,tdeACP_c,tdeACP,ECDH1ME8569_1029 and ECDH1ME8569_1025,ECDH1ME8569_1029
ACPPAT141,tdeACP_c,tdeACP,ECDH1ME8569_1029 and ECDH1ME8569_1025,ECDH1ME8569_1025
ACPPAT160,palmACP_c,palmACP,ECDH1ME8569_1029 and ECDH1ME8569_1025,ECDH1ME8569_1029
ACPPAT160,palmACP_c,palmACP,ECDH1ME8569_1029 and ECDH1ME8569_1025,ECDH1ME8569_1025
ACPPAT161,hdeACP_c,hdeACP,ECDH1ME8569_1029 and ECDH1ME8569_1025,ECDH1ME8569_1029
ACPPAT161,hdeACP_c,hdeACP,ECDH1ME8569_1029 and ECDH1ME8569_1025,ECDH1ME8569_1025
ACCOAL,ppa_c,ppa,ECDH1ME8569_3927,ECDH1ME8569_3927
ACGAL1Ptex_num1,acgal1p_e,acgal1p,ECDH1ME8569_0229,ECDH1ME8569_0229
ACGALtex_num1,acgal_e,acgal,ECDH1ME8569_0229,ECDH1ME8569_0229
ACGAM1Ptex_num1,acgam1p_e,acgam1p,ECDH1ME8569_0229,ECDH1ME8569_0229
ACGAMK,acgam_c,acgam,ECDH1ME8569_1054,ECDH1ME8569_1054
ACGAMT,uacgam_c,uacgam,ECDH1ME8569_3666,ECDH1ME8569_3666
ACGAMT,udcpp_c,udcpp,ECDH1ME8569_3666,ECDH1ME8569_3666
ACPPAT180,ocdcaACP_c,ocdcaACP,ECDH1ME8569_1029 and ECDH1ME8569_1025,ECDH1ME8569_1029
ACPPAT180,ocdcaACP_c,ocdcaACP,ECDH1ME8569_1029 and ECDH1ME8569_1025,ECDH1ME8569_1025
ACPPAT181,octeACP_c,octeACP,ECDH1ME8569_1029 and ECDH1ME8569_1025,ECDH1ME8569_1029
ACPPAT181,octeACP_c,octeACP,ECDH1ME8569_1029 and ECDH1ME8569_1025,ECDH1ME8569_1025
ACPS1_num1,apoACP_c,apoACP,ECDH1ME8569_3352,ECDH1ME8569_3352
ACS,ac_c,ac,ECDH1ME8569_3927,ECDH1ME8569_3927
ACGAptspp_num1,acgam_p,acgam,ECDH1ME8569_2351 and ECDH1ME8569_1036 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2351
ACGAptspp_num1,acgam_p,acgam,ECDH1ME8569_2351 and ECDH1ME8569_1036 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2349
ACGAptspp_num1,acgam_p,acgam,ECDH1ME8569_2351 and ECDH1ME8569_1036 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2350
ACGAptspp_num1,acgam_p,acgam,ECDH1ME8569_2351 and ECDH1ME8569_1036 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_1036
ACGAptspp_num1,pep_c,pep,ECDH1ME8569_2351 and ECDH1ME8569_1036 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2351
ACGAptspp_num1,pep_c,pep,ECDH1ME8569_2351 and ECDH1ME8569_1036 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2349
ACGAptspp_num1,pep_c,pep,ECDH1ME8569_2351 and ECDH1ME8569_1036 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2350
ACGAptspp_num1,pep_c,pep,ECDH1ME8569_2351 and ECDH1ME8569_1036 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_1036
ACGAtex_num1,acgam_e,acgam,ECDH1ME8569_0229,ECDH1ME8569_0229
ACSERtex_num1,acser_e,acser,ECDH1ME8569_1321,ECDH1ME8569_1321
ADNt2pp_copy1_num1,adn_p,adn,ECDH1ME8569_2864,ECDH1ME8569_2864
ACSERtpp_num1,acser_c,acser,ECDH1ME8569_2505,ECDH1ME8569_2505
ACt4pp,ac_p,ac,ECDH1ME8569_3925,ECDH1ME8569_3925
ACGK,acglu_c,acglu,ECDH1ME8569_3827,ECDH1ME8569_3827
ACGS,accoa_c,accoa,ECDH1ME8569_2725,ECDH1ME8569_2725
ACGS,glu__L_c,glu__L,ECDH1ME8569_2725,ECDH1ME8569_2725
ACHBS_num1,2obut_c,2obut,ECDH1ME8569_3555 and ECDH1ME8569_3556,ECDH1ME8569_3556
ACHBS_num1,2obut_c,2obut,ECDH1ME8569_3555 and ECDH1ME8569_3556,ECDH1ME8569_3555
ACHBS_num1,pyr_c,pyr,ECDH1ME8569_3555 and ECDH1ME8569_3556,ECDH1ME8569_3556
ACHBS_num1,pyr_c,pyr,ECDH1ME8569_3555 and ECDH1ME8569_3556,ECDH1ME8569_3555
ACKr_num1,ac_c,ac,ECDH1ME8569_3008,ECDH1ME8569_3008
ACtex_num1,ac_e,ac,ECDH1ME8569_0229,ECDH1ME8569_0229
ADA,adn_c,adn,ECDH1ME8569_1566,ECDH1ME8569_1566
ADCL,4adcho_c,4adcho,ECDH1ME8569_1031,ECDH1ME8569_1031
ADCS,chor_c,chor,ECDH1ME8569_3240 and ECDH1ME8569_1757,ECDH1ME8569_3240
ADCS,chor_c,chor,ECDH1ME8569_3240 and ECDH1ME8569_1757,ECDH1ME8569_1757
ADCS,gln__L_c,gln__L,ECDH1ME8569_3240 and ECDH1ME8569_1757,ECDH1ME8569_3240
ADCS,gln__L_c,gln__L,ECDH1ME8569_3240 and ECDH1ME8569_1757,ECDH1ME8569_1757
ADMDC,amet_c,amet,ECDH1ME8569_0114,ECDH1ME8569_0114
ADD,ade_c,ade,ECDH1ME8569_3550,ECDH1ME8569_3550
ADNt2pp_copy2,adn_p,adn,ECDH1ME8569_2339,ECDH1ME8569_2339
ADEt2rpp_num1,ade_p,ade,ECDH1ME8569_3539,ECDH1ME8569_3539
ADEtex_num1,ade_e,ade,ECDH1ME8569_0229,ECDH1ME8569_0229
ADNtex,adn_e,adn,ECDH1ME8569_0396,ECDH1ME8569_0396
ADOCBIK,adocbi_c,adocbi,ECDH1ME8569_1929,ECDH1ME8569_1929
ADOCBLS,agdpcbi_c,agdpcbi,ECDH1ME8569_1928,ECDH1ME8569_1928
ADOCBLS,rdmbzi_c,rdmbzi,ECDH1ME8569_1928,ECDH1ME8569_1928
ADOCBLabcpp,adocbl_p,adocbl,ECDH1ME8569_1655 and ECDH1ME8569_1653 and ECDH1ME8569_0152,ECDH1ME8569_1653
ADOCBLabcpp,adocbl_p,adocbl,ECDH1ME8569_1655 and ECDH1ME8569_1653 and ECDH1ME8569_0152,ECDH1ME8569_0152
ADOCBLabcpp,adocbl_p,adocbl,ECDH1ME8569_1655 and ECDH1ME8569_1653 and ECDH1ME8569_0152,ECDH1ME8569_1655
ANHGMtex_num1,anhgm_e,anhgm,ECDH1ME8569_0229,ECDH1ME8569_0229
ANHMK,anhm_c,anhm,ECDH1ME8569_1584,ECDH1ME8569_1584
ALAALAtex_num1,alaala_e,alaala,ECDH1ME8569_0229,ECDH1ME8569_0229
ALAGLUE,LalaDglu_c,LalaDglu,ECDH1ME8569_1268,ECDH1ME8569_1268
ALAR_num1,ala__L_c,ala__L,ECDH1ME8569_1129,ECDH1ME8569_1129
ALATA_D2_num1,ala__D_c,ala__D,ECDH1ME8569_2478,ECDH1ME8569_2478
ALATA_D2_num1,pydx5p_c,pydx5p,ECDH1ME8569_2478,ECDH1ME8569_2478
ANPRT,anth_c,anth,ECDH1ME8569_1203,ECDH1ME8569_1203
ANPRT,prpp_c,prpp,ECDH1ME8569_1203,ECDH1ME8569_1203
ANS,chor_c,chor,ECDH1ME8569_1203 and ECDH1ME8569_1204,ECDH1ME8569_1204
ANS,chor_c,chor,ECDH1ME8569_1203 and ECDH1ME8569_1204,ECDH1ME8569_1203
ANS,gln__L_c,gln__L,ECDH1ME8569_1203 and ECDH1ME8569_1204,ECDH1ME8569_1204
ANS,gln__L_c,gln__L,ECDH1ME8569_1203 and ECDH1ME8569_1204,ECDH1ME8569_1203
ALATA_L_num1,akg_c,akg,ECDH1ME8569_2227,ECDH1ME8569_2227
ALATA_L_num1,ala__L_c,ala__L,ECDH1ME8569_2227,ECDH1ME8569_2227
ADOCBLtonex,adocbl_e,adocbl,ECDH1ME8569_3834 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_1192
ADOCBLtonex,adocbl_e,adocbl,ECDH1ME8569_3834 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_2904
ADOCBLtonex,adocbl_e,adocbl,ECDH1ME8569_3834 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_2905
ADOCBLtonex,adocbl_e,adocbl,ECDH1ME8569_3834 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_3834
ALATA_L2_num1,ala__L_c,ala__L,ECDH1ME8569_0822,ECDH1ME8569_0822
ALATA_L2_num1,pydx5p_c,pydx5p,ECDH1ME8569_0822,ECDH1ME8569_0822
ALATRS,ala__L_c,ala__L,ECDH1ME8569_2607,ECDH1ME8569_2607
ALATRS,trnaala_c,trnaala,ECDH1ME8569_2607,ECDH1ME8569_2607
ALAabcpp,ala__L_p,ala__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3332
ALAabcpp,ala__L_p,ala__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3331
ALAabcpp,ala__L_p,ala__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3333
ALAabcpp,ala__L_p,ala__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3334
ALAabcpp,ala__L_p,ala__L,ECDH1ME8569_3331 and ECDH1ME8569_3332 and ECDH1ME8569_3334 and ECDH1ME8569_3337 and ECDH1ME8569_3333,ECDH1ME8569_3337
ALAt2pp_copy1,ala__L_p,ala__L,ECDH1ME8569_4065,ECDH1ME8569_4065
AOBUTDs,2aobut_c,2aobut,s0001,s0001
AOXSr2,ala__L_c,ala__L,ECDH1ME8569_0729,ECDH1ME8569_0729
AOXSr2,pimACP_c,pimACP,ECDH1ME8569_0729,ECDH1ME8569_0729
AP4AH,ap4a_c,ap4a,ECDH1ME8569_0048,ECDH1ME8569_0048
AP5AH,ap5a_c,ap5a,ECDH1ME8569_0048,ECDH1ME8569_0048
APCS,15dap_c,15dap,ECDH1ME8569_0115,ECDH1ME8569_0115
APCS,ametam_c,ametam,ECDH1ME8569_0115,ECDH1ME8569_0115
ALAt4pp,ala__L_p,ala__L,ECDH1ME8569_0007,ECDH1ME8569_0007
ALAtex_num1,ala__L_e,ala__L,ECDH1ME8569_0229,ECDH1ME8569_0229
ALCD19,glyald_c,glyald,ECDH1ME8569_0343,ECDH1ME8569_0343
APG3PAT120,ddcap_c,ddcap,ECDH1ME8569_2956,ECDH1ME8569_2956
APG3PAT120,glyc3p_c,glyc3p,ECDH1ME8569_2956,ECDH1ME8569_2956
ALCD2x_num1,etoh_c,etoh,ECDH1ME8569_1421,ECDH1ME8569_1421
ADPRDP_num1,adprib_c,adprib,ECDH1ME8569_3276,ECDH1ME8569_3276
ALDD19xr,pacald_c,pacald,ECDH1ME8569_1330,ECDH1ME8569_1330
ALDD2x,acald_c,acald,ECDH1ME8569_1242,ECDH1ME8569_1242
APG3PAT140,glyc3p_c,glyc3p,ECDH1ME8569_2956,ECDH1ME8569_2956
APG3PAT140,ttdcap_c,ttdcap,ECDH1ME8569_2956,ECDH1ME8569_2956
APG3PAT141,glyc3p_c,glyc3p,ECDH1ME8569_2956,ECDH1ME8569_2956
APG3PAT141,ttdceap_c,ttdceap,ECDH1ME8569_2956,ECDH1ME8569_2956
APG3PAT160,glyc3p_c,glyc3p,ECDH1ME8569_2956,ECDH1ME8569_2956
APG3PAT160,hdcap_c,hdcap,ECDH1ME8569_2956,ECDH1ME8569_2956
APG3PAT161,glyc3p_c,glyc3p,ECDH1ME8569_2956,ECDH1ME8569_2956
APG3PAT161,hdceap_c,hdceap,ECDH1ME8569_2956,ECDH1ME8569_2956
ALDD2y,acald_c,acald,ECDH1ME8569_3470,ECDH1ME8569_3470
ALDD3y,ppal_c,ppal,ECDH1ME8569_3470,ECDH1ME8569_3470
ADPT,ade_c,ade,ECDH1ME8569_0453,ECDH1ME8569_0453
ADPT,prpp_c,prpp,ECDH1ME8569_0453,ECDH1ME8569_0453
ALLK,all__D_c,all__D,ECDH1ME8569_3943,ECDH1ME8569_3943
APG3PAT180,glyc3p_c,glyc3p,ECDH1ME8569_2956,ECDH1ME8569_2956
APG3PAT180,ocdcap_c,ocdcap,ECDH1ME8569_2956,ECDH1ME8569_2956
APG3PAT181,glyc3p_c,glyc3p,ECDH1ME8569_2956,ECDH1ME8569_2956
APG3PAT181,ocdceap_c,ocdceap,ECDH1ME8569_2956,ECDH1ME8569_2956
APH120,ddcap_c,ddcap,ECDH1ME8569_0921,ECDH1ME8569_0921
ALLPI,all6p_c,all6p,ECDH1ME8569_3949,ECDH1ME8569_3949
ALLTAMH,alltt_c,alltt,ECDH1ME8569_0500,ECDH1ME8569_0500
ALLTN,alltn_c,alltn,ECDH1ME8569_0496,ECDH1ME8569_0496
ALLTNt2rpp,alltn_p,alltn,ECDH1ME8569_0495,ECDH1ME8569_0495
APH140,ttdcap_c,ttdcap,ECDH1ME8569_0921,ECDH1ME8569_0921
APH141,ttdceap_c,ttdceap,ECDH1ME8569_0921,ECDH1ME8569_0921
APH160,hdcap_c,hdcap,ECDH1ME8569_0921,ECDH1ME8569_0921
APH161,hdceap_c,hdceap,ECDH1ME8569_0921,ECDH1ME8569_0921
APH180,ocdcap_c,ocdcap,ECDH1ME8569_0921,ECDH1ME8569_0921
APH181,ocdceap_c,ocdceap,ECDH1ME8569_0921,ECDH1ME8569_0921
ALLTNtex_num1,alltn_e,alltn,ECDH1ME8569_0229,ECDH1ME8569_0229
ALLULPE,allul6p_c,allul6p,ECDH1ME8569_3944,ECDH1ME8569_3944
ALLabcpp,all__D_p,all__D,ECDH1ME8569_3946 and ECDH1ME8569_3947 and ECDH1ME8569_3945,ECDH1ME8569_3947
ALLabcpp,all__D_p,all__D,ECDH1ME8569_3946 and ECDH1ME8569_3947 and ECDH1ME8569_3945,ECDH1ME8569_3945
ALLabcpp,all__D_p,all__D,ECDH1ME8569_3946 and ECDH1ME8569_3947 and ECDH1ME8569_3945,ECDH1ME8569_3946
APPLDHr,aact_c,aact,ECDH1ME8569_3814,ECDH1ME8569_3814
ALLtex_num1,all__D_e,all__D,ECDH1ME8569_0229,ECDH1ME8569_0229
ADSK,aps_c,aps,ECDH1ME8569_2660,ECDH1ME8569_2660
ALPATE160pp,alpp_p,alpp,ECDH1ME8569_0626 and ECDH1ME8569_1621,ECDH1ME8569_1621
ALPATE160pp,alpp_p,alpp,ECDH1ME8569_0626 and ECDH1ME8569_1621,ECDH1ME8569_0626
ALPATE160pp,pe160_p,pe160,ECDH1ME8569_0626 and ECDH1ME8569_1621,ECDH1ME8569_1621
ALPATE160pp,pe160_p,pe160,ECDH1ME8569_0626 and ECDH1ME8569_1621,ECDH1ME8569_0626
ALPATG160pp,alpp_p,alpp,ECDH1ME8569_0626 and ECDH1ME8569_1621,ECDH1ME8569_1621
ALPATG160pp,alpp_p,alpp,ECDH1ME8569_0626 and ECDH1ME8569_1621,ECDH1ME8569_0626
ALPATG160pp,pg160_p,pg160,ECDH1ME8569_0626 and ECDH1ME8569_1621,ECDH1ME8569_1621
ALPATG160pp,pg160_p,pg160,ECDH1ME8569_0626 and ECDH1ME8569_1621,ECDH1ME8569_0626
APRAUR,5apru_c,5apru,ECDH1ME8569_0399,ECDH1ME8569_0399
ARAI,arab__L_c,arab__L,ECDH1ME8569_0061,ECDH1ME8569_0061
ALR2_num1,mthgxl_c,mthgxl,ECDH1ME8569_2910,ECDH1ME8569_2910
ALR4x,acetol_c,acetol,ECDH1ME8569_3814,ECDH1ME8569_3814
ADSL1r,dcamp_c,dcamp,ECDH1ME8569_1066,ECDH1ME8569_1066
ALTRH,altrn_c,altrn,ECDH1ME8569_2986,ECDH1ME8569_2986
AM3PA,anhm3p_c,anhm3p,ECDH1ME8569_0104,ECDH1ME8569_0104
AM4PA,anhm4p_c,anhm4p,ECDH1ME8569_0104,ECDH1ME8569_0104
ARBTNabcpp,arbtn_fe3_p,arbtn_fe3,ECDH1ME8569_0147 and ECDH1ME8569_0145 and ECDH1ME8569_0146,ECDH1ME8569_0146
ARBTNabcpp,arbtn_fe3_p,arbtn_fe3,ECDH1ME8569_0147 and ECDH1ME8569_0145 and ECDH1ME8569_0146,ECDH1ME8569_0147
ARBTNabcpp,arbtn_fe3_p,arbtn_fe3,ECDH1ME8569_0147 and ECDH1ME8569_0145 and ECDH1ME8569_0146,ECDH1ME8569_0145
ARBTNexs,arbtn_e,arbtn,s0001,s0001
AM4PCP,anhm4p_c,anhm4p,ECDH1ME8569_1131,ECDH1ME8569_1131
AMALT1,malt_c,malt,ECDH1ME8569_3295,ECDH1ME8569_3295
AMALT1,malttr_c,malttr,ECDH1ME8569_3295,ECDH1ME8569_3295
AMALT2,malt_c,malt,ECDH1ME8569_3295,ECDH1ME8569_3295
AMALT2,maltttr_c,maltttr,ECDH1ME8569_3295,ECDH1ME8569_3295
ARBTptspp_num1,arbt_p,arbt,ECDH1ME8569_3610 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2349
ARBTptspp_num1,arbt_p,arbt,ECDH1ME8569_3610 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2350
ARBTptspp_num1,arbt_p,arbt,ECDH1ME8569_3610 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_3610
ARBTptspp_num1,pep_c,pep,ECDH1ME8569_3610 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2349
ARBTptspp_num1,pep_c,pep,ECDH1ME8569_3610 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2350
ARBTptspp_num1,pep_c,pep,ECDH1ME8569_3610 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_3610
AMALT3,malt_c,malt,ECDH1ME8569_3295,ECDH1ME8569_3295
AMALT3,maltpt_c,maltpt,ECDH1ME8569_3295,ECDH1ME8569_3295
ARBTtex_num1,arbt_e,arbt,ECDH1ME8569_2151,ECDH1ME8569_2151
AMALT4,malt_c,malt,ECDH1ME8569_3295,ECDH1ME8569_3295
AMALT4,malthx_c,malthx,ECDH1ME8569_3295,ECDH1ME8569_3295
ADSL2r,25aics_c,25aics,ECDH1ME8569_1066,ECDH1ME8569_1066
AMANAPEr,acmanap_c,acmanap,ECDH1ME8569_3111,ECDH1ME8569_3111
AMANK,acmana_c,acmana,ECDH1ME8569_3110,ECDH1ME8569_3110
AMAOTr,8aonn_c,8aonn,ECDH1ME8569_0727,ECDH1ME8569_0727
AMAOTr,amet_c,amet,ECDH1ME8569_0727,ECDH1ME8569_0727
AMMQLT8,2dmmql8_c,2dmmql8,ECDH1ME8569_3712,ECDH1ME8569_3712
AMMQLT8,amet_c,amet,ECDH1ME8569_3712,ECDH1ME8569_3712
ARBabcpp,arab__L_p,arab__L,ECDH1ME8569_1844 and ECDH1ME8569_1843 and ECDH1ME8569_1842,ECDH1ME8569_1844
ARBabcpp,arab__L_p,arab__L,ECDH1ME8569_1844 and ECDH1ME8569_1843 and ECDH1ME8569_1842,ECDH1ME8569_1842
ARBabcpp,arab__L_p,arab__L,ECDH1ME8569_1844 and ECDH1ME8569_1843 and ECDH1ME8569_1842,ECDH1ME8569_1843
ARBt2rpp,arab__L_p,arab__L,ECDH1ME8569_2748,ECDH1ME8569_2748
ARBt3ipp,arab__L_c,arab__L,ECDH1ME8569_1471,ECDH1ME8569_1471
ARBtex_num1,arab__L_e,arab__L,ECDH1ME8569_0229,ECDH1ME8569_0229
ARGAGMt7pp,agm_c,agm,ECDH1ME8569_3974,ECDH1ME8569_3974
ARGAGMt7pp,arg__L_p,arg__L,ECDH1ME8569_3974,ECDH1ME8569_3974
AMPMS2,air_c,air,ECDH1ME8569_3854,ECDH1ME8569_3854
ARGDC,arg__L_c,arg__L,ECDH1ME8569_3976,ECDH1ME8569_3976
ADSS,asp__L_c,asp__L,ECDH1ME8569_4034,ECDH1ME8569_4034
ARGDCpp,arg__L_p,arg__L,ECDH1ME8569_2838,ECDH1ME8569_2838
AMPTASECG_num1,cgly_c,cgly,ECDH1ME8569_0225,ECDH1ME8569_0225
AMPTASEPG_num1,progly_c,progly,ECDH1ME8569_4114,ECDH1ME8569_4114
ARGORNt7pp,arg__L_p,arg__L,ECDH1ME8569_1548,ECDH1ME8569_1548
ARGORNt7pp,orn_c,orn,ECDH1ME8569_1548,ECDH1ME8569_1548
ARGSL,argsuc_c,argsuc,ECDH1ME8569_3828,ECDH1ME8569_3828
AGDC,acgam6p_c,acgam6p,ECDH1ME8569_0635,ECDH1ME8569_0635
ARGSS,asp__L_c,asp__L,ECDH1ME8569_3062,ECDH1ME8569_3062
ARGSS,citr__L_c,citr__L,ECDH1ME8569_3062,ECDH1ME8569_3062
ARGTRS,arg__L_c,arg__L,ECDH1ME8569_1822,ECDH1ME8569_1822
ARGTRS,trnaarg_c,trnaarg,ECDH1ME8569_1822,ECDH1ME8569_1822
ARGabcpp_num1,arg__L_p,arg__L,ECDH1ME8569_2248 and ECDH1ME8569_2245 and ECDH1ME8569_2244 and ECDH1ME8569_2246,ECDH1ME8569_2244
ARGabcpp_num1,arg__L_p,arg__L,ECDH1ME8569_2248 and ECDH1ME8569_2245 and ECDH1ME8569_2244 and ECDH1ME8569_2246,ECDH1ME8569_2246
