,STARVED@8H_mu=-0.005_H,PERSIST@8H_mu=0.02_H,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.6_H,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.22_P,GLC+AA_CHEM_mu=0.22_replicate1_P,GLC+AA_CHEM_mu=0.22_replicate2_P,GLC+AA_CHEM_mu=0.25_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.31_P,GLC+AA_CHEM_mu=0.35_P,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.41_P,GLC+AA_CHEM_mu=0.42_P,GLC+AA_CHEM_mu=0.45_P,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+AA_CHEM_mu=0.53_P,GLC+AA_CHEM_mu=0.55_P,GLC+AA_CHEM_mu=0.63_P,GLC+AA_CHEM_mu=0.65_P,GLC+AA_CHEM_mu=0.73_P,GLC+AA_CHEM_mu=0.74_P,GLC+AA_CHEM_mu=0.78_P,GLC+AA_CHEM_mu=0.82_P,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.35_S,PYR_BATCH_mu=0.40_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.50_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S,GLYC+AA_BATCH_mu=1.27_S,LB_BATCH_mu=1.78_S,LB_BATCH_mu=1.9_S,LB_BATCH_mu=2.3_S,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.49_V
b0088,269.0383774,487.0479437,222.4868729,136.621203,155.7817686,143.2775357,134.085996,106.0314638,105.1482182,136.1337454,125.3946395,127.8241005,116.7285657,126.717805,142.864481,113.9006992,202.9468298,180.4818058,159.3313715,175.5049683,242.5630698,93.43108931,165.4556179,107.2489342,225.8009896,121.1373581,106.113724,16.625,10.33125,13.43684211,13.625,21.52488688,29.8826087,14.4375,32.964,27.19291339,23.5,36.60687023,26.125,22.92424242,19.37174721,17.22222222,20.81003584,28.60915493,62.27986348,24.73986486,17.40939597,40.94333333,45.25141243,26.75718016,42.93144208,26.74825175,49.2087156,96.43,86.91,73.53,98.86,78.05
b0090,233.962122,414.4887959,188.4839728,100.632211,42.9748598,45.62098645,50.37359906,,,47.43758004,55.76392984,,46.49493172,53.37938609,66.43122474,,50.15966704,55.34558465,58.13697231,63.91117333,,63.83575033,,62.63466345,,57.75263425,,36.58125,30.10625,27.52105263,22.82211538,31.95022624,32.1826087,25.80833333,43.7,23.86220472,37.73255814,29.02290076,34.45833333,29.68560606,32.90334572,25.23655914,38.48387097,32.40492958,33.76109215,39.2027027,57.83892617,23.07666667,40.87570621,25.66579634,19.77777778,31.03030303,36.26376147,,,,,
b0091,345.1579398,619.2401436,353.041199,227.4158482,45.47376623,50.94282267,51.56605232,,,51.46894026,45.24524248,,,52.19550658,62.53547835,,49.11084248,62.79239542,51.61952848,58.28618956,54.58345922,51.8515355,,57.05511885,,40.41187368,,180.0125,178.95,75.57894737,97.97596154,109.6832579,139.7565217,87.42916667,158.78,129.996063,139.8682171,120.6564885,129.5833333,136.0454545,105.0260223,149.8243728,163.3082437,153.0774648,175.0238908,134.4527027,211.6275168,116.0066667,165.8220339,114.2402089,124.2222222,156.3543124,167.2614679,102.63,109.47,122.14,127.7,143.68
b0092,199.0045932,354.3833687,138.9282259,82.14759496,69.9387019,77.02658661,,,,,78.17081154,,,62.0459155,66.03871907,,,,,,,,,,,,,485.5375,243.00625,142.4,141.0625,201.6289593,216.7,140.4625,206.508,183.8582677,179.1085271,174.5076336,178.7954545,200.8787879,141.605948,206.078853,222.7777778,179.9929577,388.4163823,177.75,322.8288591,124.39,142.8163842,160.1879896,128.4728132,212.6969697,144.6605505,101.94,106.72,102.94,105.73,123.87
b0094,642.9367667,1246.090076,537.0300513,307.3375918,201.6443859,218.1484,216.0032592,224.6084101,273.586718,197.5639058,208.9296694,223.0103143,189.3323839,193.8882051,185.1044989,174.5623132,196.7962395,215.4988619,207.2072379,188.8044189,173.3992513,158.9886679,197.609291,151.9803256,159.6968805,157.8809093,164.576445,123.9,138.83125,211.3157895,216.0673077,176.1402715,251.6956522,215.9166667,215.86,206.9251969,173.9418605,169.9465649,205.6893939,184.8674242,224.3159851,179.4121864,227.3261649,201.2323944,211.0682594,190.6283784,261.6979866,114.8333333,126.9745763,191.5561358,92,184.5687646,108.3669725,370.57,386.71,408.48,307.23,337.62
b0095,1541.109703,2500.139356,2029.526897,1317.921515,2354.184564,2378.766733,2737.085019,3029.483776,2810.859138,2399.273759,2334.734793,2844.032323,2349.279041,2270.916664,2615.92383,2639.641153,2293.233789,2394.958852,2310.972495,2515.086967,2443.291863,2186.928496,2271.467496,2185.719122,2184.79577,2125.718414,2138.235707,908.34375,999.46875,1170.447368,1232.769231,1401.665158,1383.156522,1240.170833,1666.932,1536.685039,1690.953488,1688.122137,1636.859848,1784.780303,1346.118959,2030.114695,2146.064516,2137.193662,1764.788396,1744.206081,1759.372483,2024.26,2365.612994,1987.300261,1837.50591,1840.974359,1894.06422,2448.68,2367,2217.22,2093.64,2128.04
b0096,193.2361343,275.9993397,140.5881722,83.71713839,141.1270128,77.56348494,45.09622693,,44.72518775,72.26913469,53.9701346,,,49.04593535,61.6984735,,56.01978127,52.36973536,54.28844112,63.54245526,67.66381591,50.64927595,,53.32905909,47.51469783,53.2795559,,37.08125,30.88125,53.27894737,59.25,60.12217195,39.12173913,41.17916667,43.716,51.33464567,42.14728682,45.40076336,43.43181818,47.98106061,36.79553903,54.27956989,38.83154122,46.28873239,32.60409556,33.89189189,64.81879195,25.61333333,27.06214689,38.79895561,17.78250591,30.99300699,21.11926606,,,,,
b0098,889.3394276,1436.116724,672.523778,352.5635889,668.7189632,674.4744788,874.6496699,883.938243,849.5971564,702.7304789,640.6415501,933.2344728,619.8168396,586.9917331,869.2296095,824.2989285,598.4769194,578.5357362,570.1969267,841.3240011,774.3657926,749.2502593,714.7726848,709.4135107,734.5424573,679.7037666,650.6083081,203.8875,213.6125,394.6,364.0625,200.0769231,196.0478261,348.125,315.984,261.8425197,239.2906977,281.4465649,235.4962121,268.4962121,347.5464684,158.2867384,236.5340502,248.7042254,188.5494881,260.3074324,223.4295302,182.44,302.8163842,290.9791123,295.4822695,418.1165501,381.9288991,740.46,744.26,685.43,619.27,640.07
b0099,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30625,0.84375,0.042105263,8.884615385,0.009049774,0.069565217,2.683333333,8.304,1.086614173,0.996124031,1.183206107,0.534090909,,1.516728625,0.053763441,,1.274647887,0.221843003,,6.543624161,1.176666667,0.677966102,,1.349881797,0.177156177,0.963302752,,,,,
b0101,211.3869405,228.0739862,226.6094756,141.8530111,,,,,,,,,,,,,,,,,,,,,,,,3.18125,0.91875,11.57894737,10.77403846,3.868778281,22.55217391,19.43333333,34.628,37.22834646,8.294573643,40.20229008,31.69318182,8.696969697,19.95539033,21.36200717,13.28315412,33.30633803,20.221843,1.10472973,5.224832215,50.48666667,30.48870056,42.2845953,60.50591017,59.35897436,84.74770642,,,,,
b0102,204.1038274,367.5509294,152.8384185,90.92926794,94.62396032,,90.09715018,,,90.83934585,97.14691694,,84.95883776,95.34181445,,,,77.12747783,,,,86.95353776,,75.75322922,,80.0391374,,104.18125,72.01875,86.56842105,76.01442308,129.9457014,79.79565217,69.27083333,83.34,107.3346457,113.0387597,96.22137405,101.8522727,100.5833333,68.37174721,90.51971326,142.6810036,103.5950704,95.87372014,130.4594595,132.1744966,95.21,121.1920904,100.5195822,87.43735225,129.0839161,136.1766055,178.4,177.68,145.42,142.8,155.21
b0103,63.83038768,136.2197332,34.91042823,19.57595406,,,,,,,,,,,,,,,,,,,,,,,,30.7625,46.225,24.58421053,20.91346154,15.33484163,27.96086957,20.00833333,25.768,23.37007874,13.63178295,17.48091603,15.53030303,15.69318182,20.33457249,33.04301075,18.85663082,25.14084507,27.27303754,16.15202703,18.9295302,21.28666667,18.64124294,32.61096606,13.69503546,14.64335664,17.61238532,,,,,
b0104,1766.399187,1836.407505,1513.453299,781.1316536,602.1115311,566.850464,415.0038202,543.9235094,485.0129858,662.3934868,773.6216666,666.9301665,888.2906693,978.4919804,738.3958801,818.8279804,1118.822542,1073.418928,1139.921264,850.6987765,955.3020993,1022.357672,1105.338693,1045.565803,1117.885937,1140.077209,1214.701719,217.1,258.89375,132.3210526,167.4807692,329.8371041,282.6304348,240.5791667,486.876,459.0511811,448.5310078,394.110687,435.0681818,340.2310606,442.2416357,236.4336918,397.9820789,403.056338,266.105802,393.5033784,450.1744966,282.78,185.2033898,173.1201044,168.5910165,283.1072261,195.3738532,281.03,295.94,429.72,678.66,548.12
b0109,231.63088,285.832033,256.4200745,133.9367835,166.2979173,178.2919111,147.7943308,160.5207909,145.2930118,172.1608764,166.4603829,128.8973433,156.1149412,149.7360112,134.8510386,150.9292137,151.9385378,152.3838984,129.0967815,142.1106791,,118.0027669,129.5782626,113.5266585,220.7469685,115.4692336,103.1492932,115.075,125.70625,152.9947368,149.5961538,230,175.9521739,166.6791667,238.84,193.0590551,216.9031008,184.8282443,212.7121212,230.7083333,160.1635688,185.9462366,287.5125448,222.2429577,225.1501706,221.0709459,158.9563758,169.8933333,120.3276836,155.8120104,104.3711584,132.4615385,74.31880734,396.75,400.46,356.19,304.14,317.52
b0110,47.43763727,55.89058022,56.01151679,26.90298928,,,,,,,,,,,,,,,,,,,,,,,,73.8875,15.46875,47.43157895,24.75480769,45.5158371,50.94347826,83.27083333,48.396,39.31496063,49.89534884,110.5610687,40.18181818,,43.24907063,30.16487455,,58.88732394,24.88395904,,29.09060403,,,,,38.62004662,,,,,,
b0111,79.23742677,84.48858223,63.24533134,22.93514492,,,,,,,,,,,,,,,,,,,,,,,,0,0.10625,8.089473684,4.490384615,0.045248869,2.530434783,1.9125,2.772,1.937007874,0.201550388,0.923664122,1.352272727,0.193181818,1.773234201,0.064516129,0.068100358,1.447183099,0.112627986,0.135135135,0.389261745,0.17,0.898305085,1.17232376,0.226950355,2.393939394,0.873853211,,,,,
b0112,341.436608,568.3620006,578.4194807,209.5089816,159.9932777,162.2005729,76.78513332,78.31728123,78.04888756,174.4137079,162.7143755,91.33239893,181.4217067,166.9685812,80.79863945,88.0457243,173.4288894,160.151915,159.5285787,102.5502924,86.43227767,72.44264851,91.35305327,66.29358275,85.27583499,50.44210866,33.21392682,13.25,11.70625,67.72105263,70.36538462,19.56108597,37.81304348,67.37083333,44.512,65.31889764,43.86434109,58.85877863,52.60984848,36.11742424,85.78810409,20.63799283,24.94265233,70.36267606,30.37883959,46.14864865,31.45973154,48.05,91.40677966,3.879895561,5.711583924,5.834498834,4.438073394,386.42,470.87,531.02,453.12,406.21
b0113,94.78529017,110.8543254,43.61569572,30.73254636,,,,,,,,,,,,,,,,,,,,,,,,11.88125,21.9,15.22631579,13.64423077,10.56561086,22.69130435,17.72083333,129.64,32.68110236,14.04263566,15.84351145,18.18939394,16.00378788,22.55390335,28.13620072,37.25806452,36.03873239,32.87372014,29.08783784,28.72147651,17.67333333,19.20621469,12.52480418,24.90543735,24.66433566,21.57110092,114.34,110.02,141.33,146.24,181.53
b0114,4385.421987,6965.545691,3068.653433,1740.908628,5695.20074,5749.415517,6294.036698,6285.734076,6654.767882,5779.437769,5785.34018,6854.994604,5898.585599,5743.828815,6683.902587,7192.482784,5893.392979,5798.387891,5954.742497,7151.635074,7074.981754,7119.071712,7137.32114,7436.214998,7826.041739,8425.816543,10143.80715,3299.11875,3680.00625,2523.178947,2119.730769,1476.520362,1063.143478,2198.0625,6316.4,1780.062992,1836.724806,1602.381679,1540.481061,1857.787879,2187.29368,2251.845878,3671.150538,2047.397887,3228.375427,3180.27027,2343.184564,1490.016667,2067.545198,1741.861619,2451.193853,2755.177156,3350.206422,5859.62,6655.44,6011.99,5862.13,5980.28
b0115,4116.430643,7253.660388,3090.003118,1743.827313,4538.477498,4609.213701,5080.517192,4873.713727,5169.765449,4588.555843,4503.443138,5280.031507,4654.754443,4523.736157,5155.396619,5444.658293,4555.595531,4525.864811,4819.82056,5344.48646,5378.071599,5487.34617,5709.817088,5671.634633,6098.485588,6567.539567,7875.185374,4997.36875,5534.80625,2952.473684,2473.100962,2211.556561,1550.652174,2625.929167,8771.82,2521.11811,2670.744186,2173.889313,2139.901515,2581.147727,2626.933086,3857.921147,4884.630824,3189.228873,4470.890785,3796.709459,3199.241611,2928.95,3081.827684,2651.428198,4833.177305,5207.729604,5098.449541,3521.14,3462.77,3377.71,3139.95,3830.36
b0116,10341.76682,11332.74809,7161.929504,2956.621472,10882.42361,11016.72516,10710.00812,10360.73436,11922.69794,11786.54344,12005.82842,15127.88549,12489.99414,11803.69688,15465.00656,16277.22079,11687.96129,10458.86955,10667.70018,17218.88165,17140.21432,17095.91533,16256.31325,15596.34704,15231.25057,15000.98338,13298.44831,4694.7375,5112.70625,3906.552632,4293.947115,4078.307692,3942.182609,4549.658333,9711.48,4748.570866,5549.5,4936.137405,3905.382576,4862.231061,5067.888476,4125.168459,5405.55914,4435.056338,4122.539249,4761.327703,3954.879195,4018.24,4272.920904,5684.715405,5499.248227,7016.540793,7272.786697,7542.36,11129.26,12025.61,10718.12,9553.43
b0118,9406.491272,3604.6892,9552.555743,1932.12174,22299.20366,22157.95188,20649.46308,20411.73724,23362.57624,22457.40595,19752.91166,22446.02159,16145.55137,13413.50427,20319.67533,21435.40273,11687.39143,9885.535866,9787.909933,18465.49806,18239.99529,14406.96531,13625.19417,11868.04402,10924.92665,9792.53617,8171.530521,583.3125,472.8,7243.863158,7889.206731,5825.927602,9932.16087,8442.133333,6558.088,7673.811024,7576.406977,5249.152672,4087.950758,6256.409091,5848.776952,1008.784946,2400.519713,2674.485915,1586.665529,2967.016892,1624.775168,3208.546667,3106.963277,4581.81201,4221.148936,3869.398601,3277.527523,9052.9,11847.67,9313.72,6242.48,4639.83
b0119,666.0833627,745.4038614,133.9381471,105.1420639,273.571482,,,,,,118.5574086,,,107.7110179,,,120.9932688,,127.400363,,,113.291421,,,,,197.331863,235.59375,271.8125,53.98947368,53.15384615,41.4841629,54.59130435,43.40416667,36.928,45.64173228,40.19767442,73.27099237,36.01136364,,48.60966543,33.66666667,,60.07042254,44.47440273,,46.5704698,93.32333333,74.98305085,,145.9479905,58.7039627,103.75,,,,,
b0120,784.0177145,1247.4181,650.3086772,357.4578741,201.354078,205.1677235,172.1413016,245.6274056,187.9767466,232.3299235,291.270949,250.4310308,316.2732812,368.468295,272.4733028,316.7398808,434.1786782,471.8681665,446.3221992,337.2832641,346.9807652,420.1247035,389.5687266,393.3247711,,421.613739,399.5698618,212.2375,271.0125,135.3,162.7692308,224.479638,196.0086957,208.4166667,229.552,336.1850394,304.496124,376.0534351,313.2575758,259.2462121,291.2825279,438.5197133,340.1326165,626.834507,354.4641638,356.2162162,438.9060403,493.2766667,443.1751412,371.9817232,326.1560284,490.9300699,253.5894495,,,,,
b0121,799.1555206,869.9841088,579.4939478,269.3250686,270.4258869,249.9067869,226.3596697,251.6674326,286.7628359,269.2844733,301.2752724,300.692107,356.0436937,378.5861198,237.8488871,361.1092744,382.443899,339.4767185,456.4727697,312.0465407,252.0254665,317.9453816,374.6634451,313.0721701,312.2948658,328.2225062,344.707734,96.1125,105.94375,138.4631579,147.4375,206.5746606,136.7347826,155.3375,168.468,260.3110236,189.9341085,226.148855,204.6780303,184.2007576,206.464684,285.3835125,167.9390681,366.0985915,175.0068259,193.3716216,184.2818792,425.42,238.4039548,203.3315927,171.2884161,264.1351981,186.7201835,318.23,402.66,410.11,611.72,426.32
b0122,71.31542798,105.1443174,98.59305804,20.2548299,,,,,,,,,,,,,,,,,,,,,,,,194.7875,56.86875,32.85263158,25.60576923,20.40723982,31.39130435,23.6625,12.88,21.2480315,18.44186047,19.41221374,16.125,,26.79553903,26.3297491,,23.11971831,31.99658703,,26.23489933,14.42,13.63841808,,8.293144208,20.37762238,6.071100917,,,,,
b0123,150.3941849,245.8149446,125.4942186,91.68528335,259.3221468,240.4697167,251.8927181,299.4259108,251.8502595,265.383334,275.5009241,294.1223103,296.0564402,263.8732943,328.1990667,321.929817,278.7351656,280.2211735,313.5443516,324.2771058,290.9665521,309.4250524,286.8174585,377.7655699,288.6188838,264.4996305,222.60121,102.4625,109.86875,224.3052632,248.0336538,328.841629,282.3391304,261.3166667,311.608,398.507874,311.0348837,198.9618321,376.9507576,305.9090909,269.1895911,174.2867384,220.8243728,364.0457746,421.2901024,221.9864865,363.795302,164.7566667,175.2966102,276.6840731,27.95981087,98.73426573,25.36697248,511.78,451.07,566.15,582.2,546.94
b0124,103.1987901,711.5735153,53.90304525,95.4181215,50.76036654,47.1990736,37.14894717,,27.91198295,42.17187284,39.96762806,34.67032655,53.84615972,48.62683315,20.14023328,,61.09096769,59.10286436,56.4661068,20.24234996,,20.99902903,,28.28931072,29.81033563,28.13694461,41.75774394,139.31875,229.025,56.16315789,41.00961538,16.85520362,12.17391304,26.29583333,7.172,9.275590551,10.32170543,33.22519084,8.253787879,12.58333333,28.07063197,80.37992832,28.11827957,15.24647887,115.4744027,12.05067568,20.84899329,0.936666667,2.257062147,9.712793734,1.591016548,19.89044289,3.417431193,197,140.82,152.36,170.27,256.03
b0125,520.0301898,936.731377,433.456273,359.8222443,678.6310461,711.1841491,662.0151693,658.8511271,633.8795064,701.5348689,712.8727293,705.223942,638.7521718,656.9968615,721.2226313,714.8271409,694.6557927,704.282671,780.1100256,790.062987,705.0425749,777.8178751,795.1574741,753.2025213,753.3573195,850.7710619,784.1576156,270.7625,306.8,184.0736842,207.5096154,305.8506787,231.3434783,242.5166667,301.056,278.1141732,353.2403101,335.0381679,317.969697,251.9015152,251.2527881,494.2293907,337.0681004,452.3098592,322.0102389,396.1689189,258.5536913,410.5566667,375.1892655,420.537859,615.0472813,576.8624709,601.4633028,697.75,832.82,769.17,850.64,1055.15
b0126,1539.823395,2571.067252,1552.106593,1175.635223,2355.608937,2275.114893,1900.428002,2186.408608,2154.724117,2362.617836,2217.595273,1966.078973,2018.683046,2039.57878,1787.259139,2027.049513,2012.628213,2101.844167,2032.608068,1769.931517,1878.572427,1769.486445,1736.901131,1624.27027,1718.009452,1470.142366,1901.691317,1616.73125,1527.9125,553.4789474,613.5432692,952.5294118,923.4782609,643.9375,1015.232,841.1535433,894.3837209,969.148855,971.8371212,928.1136364,799.6840149,2285.268817,1234.637993,1282.394366,2811.617747,1114.77027,1583.966443,1671.746667,1659.627119,724.5848564,677.8439716,540.5454545,781.793578,2760.02,2945.14,2574.23,2812.81,2695.09
b0127,220.6136333,444.09934,189.6536547,92.01110183,153.1741686,134.3719289,124.2562324,106.9086949,122.7743777,132.1880545,136.0815748,119.0098329,122.9425429,116.4138445,110.234919,,118.2183742,106.616483,114.4001937,106.5032593,99.30832796,87.30587761,82.51852416,86.46154173,88.61847256,,,49.775,41.3625,98.02105263,86.98557692,59.19004525,58.83478261,87.74166667,47.752,52.29133858,105.3527132,47.61832061,95.59090909,81.47348485,102.2007435,32.68100358,71.10752688,95.83098592,49.86006826,64.55743243,51.0738255,20.64666667,25.31355932,86.31070496,30.29550827,138.2400932,38.24770642,272.76,267.34,245.9,201.5,207.54
b0131,,,,,553.7923379,681.8003552,550.7020868,,,696.0488972,678.3655252,542.0178577,664.251316,655.1699135,661.9599398,646.9425563,857.8014269,786.3408728,942.9096052,700.5188609,692.5429183,805.278623,,924.6962422,,884.40375,963.7469951,57.13125,71.4375,48.99473684,72.60576923,93.94570136,116.373913,96.20833333,173.172,145.1535433,118.875969,150.4083969,145.030303,102.9469697,114.0334572,155.2544803,167.046595,234.0070423,195.2832765,161.9155405,255.4026846,117.6166667,187.1016949,161.4882507,105.106383,126.4125874,90.1766055,,,,,
b0133,1114.957368,1647.506916,848.2727107,473.6964418,1626.571792,1653.124761,1765.756019,1867.217605,1678.495801,1611.415249,1498.972762,1480.479207,1456.354619,1365.087365,1449.703483,1414.539228,1334.379104,1378.768037,1346.992463,1399.04377,1224.446841,1181.497729,1101.798297,1119.707115,1106.351078,1162.117289,1078.473461,443.49375,448.0875,429.8421053,433.8605769,465.0271493,474.6304348,388.1916667,568.164,467.5629921,403.6511628,447.519084,514.7386364,378.2840909,411.9665428,515.8100358,476.4229391,452.7288732,531.4027304,444.5067568,507.0402685,441.4,400.200565,356.4960836,231.4113475,334.8881119,255.6811927,1139.27,1046.26,916.22,813.22,852.34
b0134,2311.82255,3040.566706,2067.61449,837.3263798,1576.676633,1587.418252,1699.726098,1749.102295,1682.677721,1573.949717,1556.037987,1709.336155,1527.662305,1395.335129,1432.732473,1462.443147,1399.150125,1282.146432,1381.315955,1385.410915,1366.299535,1312.446104,1298.194652,1267.618612,1275.698529,1220.996901,1283.210967,787.39375,675.58125,1091.436842,977.2355769,672.561086,1152.126087,961.4458333,834.66,988.3110236,702.4186047,848.0343511,850.9204545,770.5,916.3717472,669.7060932,816.5340502,908.1830986,730.0238908,751.4695946,941.5536913,745.6466667,614.460452,707.8825065,334.3451537,493.7529138,281.4954128,2952.88,2741.61,2178.42,2164.01,2016.88
b0142,101.3820299,168.4346864,127.0554244,82.0318369,,,,,,,,,,,,,,,,,,,,,,,,113.80625,100.95,94.73684211,117.3557692,59.69683258,69.63043478,116.9208333,75.324,89.60629921,69.32170543,97.01526718,63.46969697,,112.330855,65.6953405,,75.34507042,80.38225256,,75.05369128,21.23333333,15.44067797,,16.62174941,88.42424242,17.82110092,,,,,
